GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	padj
GO:0002697	0.00129461816320402	6.84477124183007	0.818330605564648	5	56	regulation of immune effector process	1
GO:0050832	0.00147271157998974	9.17331875341717	0.499882931397799	4	35	defense response to fungus	1
GO:0006614	0.00148444278663021	15.9192938209332	0.233808744447042	3	16	SRP-dependent cotranslational protein targeting to membrane	1
GO:0031348	0.0017828273925592	8.6745867768595	0.526069675005845	4	36	negative regulation of defense response	1
GO:0072599	0.00178341012380416	14.7804449648712	0.248421790974982	3	17	establishment of protein localization to endoplasmic reticulum	1
GO:0006728	0.00205828405464693	45.6693766937669	0.0730652326397007	2	5	pteridine biosynthetic process	1
GO:0061060	0.00205828405464693	45.6693766937669	0.0730652326397007	2	5	negative regulation of peptidoglycan recognition protein signaling pathway	1
GO:0008592	0.00211739764806656	13.7934426229508	0.263034837502923	3	18	regulation of Toll signaling pathway	1
GO:0045861	0.00264450541730585	7.70707070707071	0.584521861117606	4	40	negative regulation of proteolysis	1
GO:0002807	0.00277345267917408	12.3617647058824	0.287853966768079	3	20	positive regulation of antimicrobial peptide biosynthetic process	1
GO:0052547	0.00289770442131666	7.49787804333259	0.599134907645546	4	41	regulation of peptidase activity	1
GO:0006955	0.00290706450906857	5.59876965140123	0.979923518164436	5	82	immune response	1
GO:0006465	0.0030579225763669	34.2479674796748	0.0876782791676409	2	6	signal peptide processing	1
GO:0006967	0.00559973366218643	22.8265582655827	0.116904372223521	2	8	positive regulation of antifungal peptide biosynthetic process	1
GO:0006612	0.00619665155068097	8.9871703492516	0.379939209726444	3	26	protein targeting to membrane	1
GO:0002788	0.00713109235699648	19.5632984901278	0.131517418751461	2	9	regulation of antifungal peptide production	1
GO:0043901	0.00764410964080042	8.26622950819672	0.409165302782324	3	28	negative regulation of multi-organism process	1
GO:0006582	0.0100396207095507	5.12702785430058	0.847556698620528	4	58	melanin metabolic process	1
GO:0006964	0.0106885569560891	15.2122854561879	0.160743511807342	2	11	positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	1
GO:0034248	0.0135731827703837	3.26982668067227	1.95814823474398	6	134	regulation of cellular amide metabolic process	1
GO:0008652	0.0141837439181838	6.45261270491803	0.511456628477905	3	35	cellular amino acid biosynthetic process	1
GO:0009069	0.0146564400837571	12.5424739195231	0.188515963045258	2	13	serine family amino acid metabolic process	1
GO:0002784	0.014706792137362	6.35530303030303	0.518197776477472	3	36	regulation of antimicrobial peptide production	1
GO:0002832	0.0171865281283271	11.4051490514905	0.204582651391162	2	14	negative regulation of response to biotic stimulus	1
GO:0008363	0.0171865281283271	11.4051490514905	0.204582651391162	2	14	larval chitin-based cuticle development	1
GO:0042558	0.0171865281283271	11.4051490514905	0.204582651391162	2	14	pteridine-containing compound metabolic process	1
GO:0050777	0.0189892275167891	5.73292349726776	0.569908814589666	3	39	negative regulation of immune response	1
GO:0045088	0.0192978296041799	4.16600199401795	1.02772902772903	4	72	regulation of innate immune response	1
GO:0006032	0.0196430625768119	10.526579111945	0.219195697919102	2	15	chitin catabolic process	1
GO:0046348	0.0222371511182664	9.77351916376307	0.233808744447042	2	16	amino sugar catabolic process	1
GO:0042990	0.0371176518609225	7.19726144629867	0.306873977086743	2	21	regulation of transcription factor import into nucleus	1
GO:0044092	0.0396117060098111	3.28414010232192	1.28594809445873	4	88	negative regulation of molecular function	1
GO:0002682	0.0409145939818915	2.78024941017863	1.89220993174865	5	134	regulation of immune system process	1
GO:0032102	0.0474249957943792	6.21359940872136	0.350713116670563	2	24	negative regulation of response to external stimulus	1
GO:0045824	0.0503702533818251	5.99002138275125	0.362530698163957	2	25	negative regulation of innate immune response	1
GO:0042742	0.0644977312998104	5.12492269635127	0.415676959619952	2	35	defense response to bacterium	1
GO:0051607	0.0665710355947697	5.05992171032821	0.423778349310264	2	29	defense response to virus	1
GO:0033365	0.0700339189559979	2.3638698630137	2.20657002571896	5	151	protein localization to organelle	1
GO:0006616	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	SRP-dependent cotranslational protein targeting to membrane, translocation	1
GO:0006856	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	eye pigment precursor transport	1
GO:0016574	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	histone ubiquitination	1
GO:0042435	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	indole-containing compound biosynthetic process	1
GO:0045069	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	regulation of viral genome replication	1
GO:0051382	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	kinetochore assembly	1
GO:0070613	0.0709769108464532	16.9858870967742	0.0730652326397007	1	5	regulation of protein processing	1
GO:0051223	0.071806178233762	3.26541764246682	0.96446107084405	3	66	regulation of protein transport	1
GO:1901607	0.0738163235500488	4.74844544940644	0.4494329475038	2	31	alpha-amino acid biosynthetic process	1
GO:0045087	0.0761308171298607	3.17992327365729	0.988554572271386	3	71	innate immune response	1
GO:1904589	0.0790856499883867	4.55230352303523	0.467617488894085	2	32	regulation of protein import	1
GO:0070201	0.0824388619394612	3.06899926596526	1.02291325695581	3	70	regulation of establishment of protein localization	1
GO:0034976	0.0834088741542879	4.40493050091791	0.482230535422025	2	33	response to endoplasmic reticulum stress	1
GO:1900180	0.0834088741542879	4.40493050091791	0.482230535422025	2	33	regulation of protein localization to nucleus	1
GO:1903533	0.0834088741542879	4.40493050091791	0.482230535422025	2	33	regulation of protein targeting	1
GO:0000335	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	negative regulation of transposition, DNA-mediated	1
GO:0000337	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	regulation of transposition, DNA-mediated	1
GO:0006760	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	folic acid-containing compound metabolic process	1
GO:0006826	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	iron ion transport	1
GO:0006879	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	cellular iron ion homeostasis	1
GO:0019079	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	viral genome replication	1
GO:0034198	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	cellular response to amino acid starvation	1
GO:0043148	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	mitotic spindle stabilization	1
GO:0045752	0.0845607085004703	13.5870967741935	0.0876782791676409	1	6	positive regulation of Toll signaling pathway	1
GO:0048067	0.0878028434873799	4.26676829268293	0.496843581949965	2	34	cuticle pigmentation	1
GO:0016053	0.0908324125800627	2.9364168618267	1.06675239653963	3	73	organic acid biosynthetic process	1
GO:1901564	0.0918668550047087	1.45492340460392	13.7978922716628	19	958	organonitrogen compound metabolic process	1
GO:0009615	0.0967912839877322	4.01482544237207	0.526069675005845	2	36	response to virus	1
GO:0001178	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	regulation of transcriptional start site selection at RNA polymerase II promoter	1
GO:0006313	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	transposition, DNA-mediated	1
GO:0034508	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	centromere complex assembly	1
GO:0042308	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	negative regulation of protein import into nucleus	1
GO:0045751	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	negative regulation of Toll signaling pathway	1
GO:0050792	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	regulation of viral process	1
GO:1900181	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	negative regulation of protein localization to nucleus	1
GO:1903900	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	regulation of viral life cycle	1
GO:1904590	0.0979474552760248	11.3212365591398	0.102291325695581	1	7	negative regulation of protein import	1
GO:0044550	0.101380061667689	3.89965156794425	0.540682721533785	2	37	secondary metabolite biosynthetic process	1
GO:0046822	0.106028194794525	3.79087624209575	0.555295768061726	2	38	regulation of nucleocytoplasmic transport	1
GO:0001173	0.111139986935145	9.70276497695852	0.116904372223521	1	8	DNA-templated transcriptional start site selection	1
GO:0001174	0.111139986935145	9.70276497695852	0.116904372223521	1	8	transcriptional start site selection at RNA polymerase II promoter	1
GO:0006570	0.111139986935145	9.70276497695852	0.116904372223521	1	8	tyrosine metabolic process	1
GO:0048934	0.111139986935145	9.70276497695852	0.116904372223521	1	8	peripheral nervous system neuron differentiation	1
GO:0048935	0.111139986935145	9.70276497695852	0.116904372223521	1	8	peripheral nervous system neuron development	1
GO:0051220	0.111139986935145	9.70276497695852	0.116904372223521	1	8	cytoplasmic sequestering of protein	1
GO:0055072	0.111139986935145	9.70276497695852	0.116904372223521	1	8	iron ion homeostasis	1
GO:0060236	0.111139986935145	9.70276497695852	0.116904372223521	1	8	regulation of mitotic spindle organization	1
GO:0045089	0.120302252750838	3.49801959558057	0.599134907645546	2	41	positive regulation of innate immune response	1
GO:0006072	0.124141098757413	8.48891129032258	0.131517418751461	1	9	glycerol-3-phosphate metabolic process	1
GO:0032350	0.124141098757413	8.48891129032258	0.131517418751461	1	9	regulation of hormone metabolic process	1
GO:0046823	0.124141098757413	8.48891129032258	0.131517418751461	1	9	negative regulation of nucleocytoplasmic transport	1
GO:0051383	0.124141098757413	8.48891129032258	0.131517418751461	1	9	kinetochore organization	1
GO:0090317	0.124141098757413	8.48891129032258	0.131517418751461	1	9	negative regulation of intracellular protein transport	1
GO:1903650	0.124141098757413	8.48891129032258	0.131517418751461	1	9	negative regulation of cytoplasmic transport	1
GO:1901615	0.132561825064799	2.11036236490782	1.95814823474398	4	134	organic hydroxy compound metabolic process	1
GO:0032880	0.13424684559336	2.44291569086651	1.27133504793079	3	87	regulation of protein localization	1
GO:0002230	0.136953546113215	7.54480286738351	0.146130465279401	1	10	positive regulation of defense response to virus by host	1
GO:0006376	0.136953546113215	7.54480286738351	0.146130465279401	1	10	mRNA splice site selection	1
GO:0016032	0.136953546113215	7.54480286738351	0.146130465279401	1	10	viral process	1
GO:0019058	0.136953546113215	7.54480286738351	0.146130465279401	1	10	viral life cycle	1
GO:0030422	0.136953546113215	7.54480286738351	0.146130465279401	1	10	production of siRNA involved in RNA interference	1
GO:0044764	0.136953546113215	7.54480286738351	0.146130465279401	1	10	multi-organism cellular process	1
GO:0045498	0.136953546113215	7.54480286738351	0.146130465279401	1	10	sex comb development	1
GO:0045910	0.136953546113215	7.54480286738351	0.146130465279401	1	10	negative regulation of DNA recombination	1
GO:0050691	0.136953546113215	7.54480286738351	0.146130465279401	1	10	regulation of defense response to virus by host	1
GO:0052646	0.136953546113215	7.54480286738351	0.146130465279401	1	10	alditol phosphate metabolic process	1
GO:1903828	0.136953546113215	7.54480286738351	0.146130465279401	1	10	negative regulation of cellular protein localization	1
GO:0000916	0.149580045028927	6.78951612903226	0.160743511807342	1	11	actomyosin contractile ring contraction	1
GO:0030708	0.149580045028927	6.78951612903226	0.160743511807342	1	11	germarium-derived female germ-line cyst encapsulation	1
GO:0035293	0.149580045028927	6.78951612903226	0.160743511807342	1	11	chitin-based larval cuticle pattern formation	1
GO:0036213	0.149580045028927	6.78951612903226	0.160743511807342	1	11	contractile ring contraction	1
GO:0042430	0.149580045028927	6.78951612903226	0.160743511807342	1	11	indole-containing compound metabolic process	1
GO:0060260	0.149580045028927	6.78951612903226	0.160743511807342	1	11	regulation of transcription initiation from RNA polymerase II promoter	1
GO:2000142	0.149580045028927	6.78951612903226	0.160743511807342	1	11	regulation of DNA-templated transcription, initiation	1
GO:2000274	0.149580045028927	6.78951612903226	0.160743511807342	1	11	regulation of epithelial cell migration, open tracheal system	1
GO:0048066	0.151224893541831	2.30429176643949	1.34440028057049	3	92	developmental pigmentation	1
GO:0016333	0.155215507496186	2.9632378932485	0.701426233341127	2	48	morphogenesis of follicular epithelium	1
GO:0048069	0.155215507496186	2.9632378932485	0.701426233341127	2	48	eye pigmentation	1
GO:0000096	0.160880756145927	6.22025129342203	0.1740147351187	1	12	sulfur amino acid metabolic process	1
GO:0051248	0.161895777803803	1.94483568075117	2.11717927727751	4	146	negative regulation of protein metabolic process	1
GO:0006144	0.162023272744178	6.17155425219941	0.175356558335282	1	12	purine nucleobase metabolic process	1
GO:0007080	0.162023272744178	6.17155425219941	0.175356558335282	1	12	mitotic metaphase plate congression	1
GO:0010632	0.162023272744178	6.17155425219941	0.175356558335282	1	12	regulation of epithelial cell migration	1
GO:0032387	0.162023272744178	6.17155425219941	0.175356558335282	1	12	negative regulation of intracellular transport	1
GO:0046916	0.162023272744178	6.17155425219941	0.175356558335282	1	12	cellular transition metal ion homeostasis	1
GO:0048139	0.162023272744178	6.17155425219941	0.175356558335282	1	12	female germ-line cyst encapsulation	1
GO:0051224	0.162023272744178	6.17155425219941	0.175356558335282	1	12	negative regulation of protein transport	1
GO:0033157	0.165522222804163	2.83909214092141	0.730652326397007	2	50	regulation of intracellular protein transport	1
GO:0000018	0.174285868261267	5.65658602150538	0.189969604863222	1	13	regulation of DNA recombination	1
GO:0031937	0.174285868261267	5.65658602150538	0.189969604863222	1	13	positive regulation of chromatin silencing	1
GO:0043146	0.174285868261267	5.65658602150538	0.189969604863222	1	13	spindle stabilization	1
GO:0043473	0.179698892516786	2.11221902991381	1.46130465279401	3	100	pigmentation	1
GO:0050790	0.180235921751144	1.62277509428968	3.79939209726444	6	260	regulation of catalytic activity	1
GO:1903649	0.181196586691798	2.67113024071417	0.774491465980828	2	53	regulation of cytoplasmic transport	1
GO:0000184	0.186370432886878	5.22084367245658	0.204582651391162	1	14	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1
GO:0043903	0.186370432886878	5.22084367245658	0.204582651391162	1	14	regulation of symbiosis, encompassing mutualism through parasitism	1
GO:0007591	0.197083119298199	2.52183077386329	0.818330605564648	2	56	molting cycle, chitin-based cuticle	1
GO:1903827	0.197083119298199	2.52183077386329	0.818330605564648	2	56	regulation of cellular protein localization	1
GO:0000245	0.198279530766168	4.84735023041475	0.219195697919102	1	15	spliceosomal complex assembly	1
GO:0034472	0.198279530766168	4.84735023041475	0.219195697919102	1	15	snRNA 3'-end processing	1
GO:0042438	0.198279530766168	4.84735023041475	0.219195697919102	1	15	melanin biosynthetic process	1
GO:0046662	0.198279530766168	4.84735023041475	0.219195697919102	1	15	regulation of oviposition	1
GO:0051531	0.198279530766168	4.84735023041475	0.219195697919102	1	15	NFAT protein import into nucleus	1
GO:0051532	0.198279530766168	4.84735023041475	0.219195697919102	1	15	regulation of NFAT protein import into nucleus	1
GO:0051533	0.198279530766168	4.84735023041475	0.219195697919102	1	15	positive regulation of NFAT protein import into nucleus	1
GO:0090224	0.198279530766168	4.84735023041475	0.219195697919102	1	15	regulation of spindle organization	1
GO:0042303	0.202417533205621	2.47568366592757	0.832943652092588	2	57	molting cycle	1
GO:0051604	0.205393573613993	2.45052693208431	0.841071219740381	2	58	protein maturation	1
GO:1901135	0.209656332446256	1.40871865203762	6.56125789104513	9	449	carbohydrate derivative metabolic process	1
GO:0031050	0.210015689409362	4.52365591397849	0.233808744447042	1	16	dsRNA fragmentation	1
GO:0031440	0.210015689409362	4.52365591397849	0.233808744447042	1	16	regulation of mRNA 3'-end processing	1
GO:0043331	0.210015689409362	4.52365591397849	0.233808744447042	1	16	response to dsRNA	1
GO:0070918	0.210015689409362	4.52365591397849	0.233808744447042	1	16	production of small RNA involved in gene silencing by RNA	1
GO:0071359	0.210015689409362	4.52365591397849	0.233808744447042	1	16	cellular response to dsRNA	1
GO:0042440	0.215563573625734	2.36889332003988	0.868761770244821	2	61	pigment metabolic process	1
GO:0031123	0.218514334824768	2.34679001962433	0.876782791676409	2	60	RNA 3'-end processing	1
GO:0042398	0.220031310460857	4.27489837398374	0.246463229276277	1	17	cellular modified amino acid biosynthetic process	1
GO:0010529	0.221581400210935	4.24042338709677	0.248421790974982	1	17	negative regulation of transposition	1
GO:0016180	0.221581400210935	4.24042338709677	0.248421790974982	1	17	snRNA processing	1
GO:0042993	0.221581400210935	4.24042338709677	0.248421790974982	1	17	positive regulation of transcription factor import into nucleus	1
GO:0044403	0.221581400210935	4.24042338709677	0.248421790974982	1	17	symbiosis, encompassing mutualism through parasitism	1
GO:0044419	0.221581400210935	4.24042338709677	0.248421790974982	1	17	interspecies interaction between organisms	1
GO:0006606	0.229307937837344	2.2680216802168	0.906008884732289	2	62	protein import into nucleus	1
GO:1902593	0.229307937837344	2.2680216802168	0.906008884732289	2	62	single-organism nuclear import	1
GO:0010528	0.232979118961507	3.99051233396584	0.263034837502923	1	18	regulation of transposition	1
GO:0048072	0.232979118961507	3.99051233396584	0.263034837502923	1	18	compound eye pigmentation	1
GO:0050688	0.232979118961507	3.99051233396584	0.263034837502923	1	18	regulation of defense response to virus	1
GO:0050708	0.232979118961507	3.99051233396584	0.263034837502923	1	18	regulation of protein secretion	1
GO:0051310	0.232979118961507	3.99051233396584	0.263034837502923	1	18	metaphase plate congression	1
GO:0007254	0.234719007644016	2.23057443689191	0.920621931260229	2	63	JNK cascade	1
GO:0044744	0.234719007644016	2.23057443689191	0.920621931260229	2	63	protein targeting to nucleus	1
GO:0051170	0.234719007644016	2.23057443689191	0.920621931260229	2	63	nuclear import	1
GO:0000041	0.244211266352534	3.76836917562724	0.277647884030863	1	19	transition metal ion transport	1
GO:0006727	0.244211266352534	3.76836917562724	0.277647884030863	1	19	ommochrome biosynthetic process	1
GO:0008055	0.244211266352534	3.76836917562724	0.277647884030863	1	19	ocellus pigment biosynthetic process	1
GO:0018991	0.244211266352534	3.76836917562724	0.277647884030863	1	19	oviposition	1
GO:0032196	0.244211266352534	3.76836917562724	0.277647884030863	1	19	transposition	1
GO:0033060	0.244211266352534	3.76836917562724	0.277647884030863	1	19	ocellus pigmentation	1
GO:0042307	0.244211266352534	3.76836917562724	0.277647884030863	1	19	positive regulation of protein import into nucleus	1
GO:0043628	0.244211266352534	3.76836917562724	0.277647884030863	1	19	ncRNA 3'-end processing	1
GO:0046152	0.244211266352534	3.76836917562724	0.277647884030863	1	19	ommochrome metabolic process	1
GO:0046158	0.244211266352534	3.76836917562724	0.277647884030863	1	19	ocellus pigment metabolic process	1
GO:0065002	0.244211266352534	3.76836917562724	0.277647884030863	1	19	intracellular protein transmembrane transport	1
GO:0070328	0.244211266352534	3.76836917562724	0.277647884030863	1	19	triglyceride homeostasis	1
GO:0071806	0.244211266352534	3.76836917562724	0.277647884030863	1	19	protein transmembrane transport	1
GO:1900182	0.244211266352534	3.76836917562724	0.277647884030863	1	19	positive regulation of protein localization to nucleus	1
GO:1904591	0.244211266352534	3.76836917562724	0.277647884030863	1	19	positive regulation of protein import	1
GO:0051403	0.250992551630377	2.12525406504065	0.96446107084405	2	66	stress-activated MAPK cascade	1
GO:0009072	0.255280228473909	3.56960950764007	0.292260930558803	1	20	aromatic amino acid family metabolic process	1
GO:0010507	0.255280228473909	3.56960950764007	0.292260930558803	1	20	negative regulation of autophagy	1
GO:0030713	0.255280228473909	3.56960950764007	0.292260930558803	1	20	ovarian follicle cell stalk formation	1
GO:0048138	0.255280228473909	3.56960950764007	0.292260930558803	1	20	germ-line cyst encapsulation	1
GO:0050000	0.255280228473909	3.56960950764007	0.292260930558803	1	20	chromosome localization	1
GO:0051303	0.255280228473909	3.56960950764007	0.292260930558803	1	20	establishment of chromosome localization	1
GO:0055090	0.255280228473909	3.56960950764007	0.292260930558803	1	20	acylglycerol homeostasis	1
GO:0034504	0.261862000998654	2.06035969450604	0.99368716389993	2	68	protein localization to nucleus	1
GO:0007026	0.266188357304558	3.39072580645161	0.306873977086743	1	21	negative regulation of microtubule depolymerization	1
GO:0007062	0.266188357304558	3.39072580645161	0.306873977086743	1	21	sister chromatid cohesion	1
GO:0043486	0.266188357304558	3.39072580645161	0.306873977086743	1	21	histone exchange	1
GO:0045433	0.266188357304558	3.39072580645161	0.306873977086743	1	21	male courtship behavior, veined wing generated song production	1
GO:0046189	0.266188357304558	3.39072580645161	0.306873977086743	1	21	phenol-containing compound biosynthetic process	1
GO:0006575	0.26729908523644	2.02936536828055	1.00830021042787	2	69	cellular modified amino acid metabolic process	1
GO:0031098	0.26729908523644	2.02936536828055	1.00830021042787	2	69	stress-activated protein kinase signaling cascade	1
GO:0044283	0.26784755669518	1.70266393442623	1.79740472293664	3	123	small molecule biosynthetic process	1
GO:1901605	0.274930235666398	1.98714285714286	1.02881236823612	2	72	alpha-amino acid metabolic process	1
GO:0009112	0.276937971196148	3.22887864823349	0.321487023614683	1	22	nucleobase metabolic process	1
GO:0016545	0.276937971196148	3.22887864823349	0.321487023614683	1	22	male courtship behavior, veined wing vibration	1
GO:0031111	0.276937971196148	3.22887864823349	0.321487023614683	1	22	negative regulation of microtubule polymerization or depolymerization	1
GO:0032873	0.276937971196148	3.22887864823349	0.321487023614683	1	22	negative regulation of stress-activated MAPK cascade	1
GO:0046329	0.276937971196148	3.22887864823349	0.321487023614683	1	22	negative regulation of JNK cascade	1
GO:0046824	0.276937971196148	3.22887864823349	0.321487023614683	1	22	positive regulation of nucleocytoplasmic transport	1
GO:0070303	0.276937971196148	3.22887864823349	0.321487023614683	1	22	negative regulation of stress-activated protein kinase signaling cascade	1
GO:0032386	0.278172045750559	1.97007187463179	1.03752630348375	2	71	regulation of intracellular transport	1
GO:0045471	0.278172045750559	1.97007187463179	1.03752630348375	2	71	response to ethanol	1
GO:0006886	0.282276888075345	1.43399859943978	3.55097030628946	5	243	intracellular protein transport	1
GO:0006487	0.287531355349978	3.08174486803519	0.336100070142623	1	23	protein N-linked glycosylation	1
GO:0016073	0.287531355349978	3.08174486803519	0.336100070142623	1	23	snRNA metabolic process	1
GO:0048065	0.287531355349978	3.08174486803519	0.336100070142623	1	23	male courtship behavior, veined wing extension	1
GO:0051053	0.287531355349978	3.08174486803519	0.336100070142623	1	23	negative regulation of DNA metabolic process	1
GO:0070983	0.287531355349978	3.08174486803519	0.336100070142623	1	23	dendrite guidance	1
GO:0031114	0.297970762287178	2.94740532959327	0.350713116670563	1	24	regulation of microtubule depolymerization	1
GO:0017038	0.299882039639271	1.86123176300256	1.09597848959551	2	75	protein import	1
GO:0035195	0.308258412312278	2.82426075268817	0.365326163198504	1	25	gene silencing by miRNA	1
GO:0043242	0.308258412312278	2.82426075268817	0.365326163198504	1	25	negative regulation of protein complex disassembly	1
GO:1901880	0.308258412312278	2.82426075268817	0.365326163198504	1	25	negative regulation of protein depolymerization	1
GO:0016246	0.318396493970264	2.71096774193548	0.379939209726444	1	26	RNA interference	1
GO:0030334	0.318396493970264	2.71096774193548	0.379939209726444	1	26	regulation of cell migration	1
GO:0035017	0.318396493970264	2.71096774193548	0.379939209726444	1	26	cuticle pattern formation	1
GO:2000145	0.318396493970264	2.71096774193548	0.379939209726444	1	26	regulation of cell motility	1
GO:0005975	0.322382088355891	1.3520171957672	3.75555295768062	5	257	carbohydrate metabolic process	1
GO:0035071	0.326868301829328	1.74087971648947	1.16904372223521	2	80	salivary gland cell autophagic cell death	1
GO:0048102	0.326868301829328	1.74087971648947	1.16904372223521	2	80	autophagic cell death	1
GO:0007019	0.328387164497201	2.60638957816377	0.394552256254384	1	27	microtubule depolymerization	1
GO:0033301	0.328387164497201	2.60638957816377	0.394552256254384	1	27	cell cycle comprising mitosis without cytokinesis	1
GO:0055076	0.328387164497201	2.60638957816377	0.394552256254384	1	27	transition metal ion homeostasis	1
GO:0043900	0.330786244187094	1.72434565849605	1.17972241825453	2	85	regulation of multi-organism process	1
GO:0016482	0.33107556616921	1.33562091503268	3.79939209726444	5	260	cytoplasmic transport	1
GO:0043044	0.338232550264511	2.50955794504182	0.409165302782324	1	28	ATP-dependent chromatin remodeling	1
GO:0090316	0.338232550264511	2.50955794504182	0.409165302782324	1	28	positive regulation of intracellular protein transport	1
GO:1901879	0.338232550264511	2.50955794504182	0.409165302782324	1	28	regulation of protein depolymerization	1
GO:0009892	0.340781825413644	1.19893211289092	8.47556698620528	10	580	negative regulation of metabolic process	1
GO:0002831	0.344851282368351	2.44535359438925	0.419210897134805	1	30	regulation of response to biotic stimulus	1
GO:0031110	0.347934747217002	2.41964285714286	0.423778349310264	1	29	regulation of microtubule polymerization or depolymerization	1
GO:0043244	0.347934747217002	2.41964285714286	0.423778349310264	1	29	regulation of protein complex disassembly	1
GO:0043409	0.347934747217002	2.41964285714286	0.423778349310264	1	29	negative regulation of MAPK cascade	1
