GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	padj
GO:0035094	0.00241945346867676	38.7110091743119	0.0778583119008651	2	6	response to nicotine	1
GO:0046835	0.00241945346867676	38.7110091743119	0.0778583119008651	2	6	carbohydrate phosphorylation	1
GO:0006091	0.00305287451100184	3.96303873431533	1.92050502688801	7	148	generation of precursor metabolites and energy	1
GO:0005975	0.00372647604065421	5.26444159178434	1.03769083969466	5	87	carbohydrate metabolic process	1
GO:0034446	0.00444022695554258	25.8012232415902	0.103811082534487	2	8	substrate adhesion-dependent cell spreading	1
GO:0046460	0.00444022695554258	25.8012232415902	0.103811082534487	2	8	neutral lipid biosynthetic process	1
GO:0030703	0.00498579081330189	4.10197044334975	1.58311900865092	6	122	eggshell formation	1
GO:0071322	0.00566064280071538	22.1127129750983	0.116787467851298	2	9	cellular response to carbohydrate stimulus	1
GO:0042445	0.00625565421855142	5.9178275436431	0.739653963058218	4	57	hormone metabolic process	1
GO:0008062	0.00701609705216213	19.3463302752294	0.129763853168108	2	10	eclosion rhythm	1
GO:0043436	0.00780088471704607	2.63282210573999	4.10053776011223	10	316	oxoacid metabolic process	1
GO:0055086	0.00792820683207855	2.78809902339314	3.47767126490531	9	268	nucleobase-containing small molecule metabolic process	1
GO:0044723	0.00865984141095239	3.62846715328467	1.77743902439024	6	143	single-organism carbohydrate metabolic process	1
GO:0040003	0.00915087610123875	4.18958249698916	1.28466214636427	5	99	chitin-based cuticle development	1
GO:0008652	0.0102938872753536	7.30121527777778	0.45417348608838	3	35	cellular amino acid biosynthetic process	1
GO:0009117	0.0114930256698427	2.79850110713677	3.06242693476736	8	236	nucleotide metabolic process	1
GO:0030707	0.0115938615745616	2.61093350383632	3.69826981529109	9	285	ovarian follicle cell development	1
GO:0046545	0.0118565817963803	14.0650542118432	0.168693009118541	2	13	development of primary female sexual characteristics	1
GO:0002065	0.0128822225612269	2.56290558928198	3.76315174187515	9	290	columnar/cuboidal epithelial cell differentiation	1
GO:0016053	0.0147254755052722	4.53690911553569	0.947276128127192	4	73	organic acid biosynthetic process	1
GO:0033500	0.0156937762766954	11.8983768525053	0.194645779752163	2	15	carbohydrate homeostasis	1
GO:0009798	0.0158719957736584	2.84694280078895	2.62122983399579	7	202	axis specification	1
GO:0002064	0.0191248184211326	2.38675004885675	4.02267944821136	9	310	epithelial cell development	1
GO:1901565	0.0191668578072548	4.17096573208723	1.02513444002806	4	79	organonitrogen compound catabolic process	1
GO:0007306	0.0225427081830089	3.95788477463622	1.0770399812953	4	83	eggshell chorion assembly	1
GO:0048871	0.0254374019096547	5.07065217391304	0.635842880523732	3	49	multicellular organismal homeostasis	1
GO:0008595	0.0267694941841213	3.1388679245283	1.68693009118541	5	130	anterior/posterior axis specification, embryo	1
GO:0051235	0.0292764885155636	3.63268854596827	1.16787467851298	4	90	maintenance of location	1
GO:0043648	0.0298447364999751	8.13520038628682	0.272504091653028	2	21	dicarboxylic acid metabolic process	1
GO:0071684	0.0298447364999751	8.13520038628682	0.272504091653028	2	21	organism emergence from protective structure	1
GO:0070887	0.0305116131477357	2.30693733451015	3.67231704465747	8	283	cellular response to chemical stimulus	1
GO:0033627	0.0325555798698539	7.72752293577982	0.285480476969839	2	22	cell adhesion mediated by integrin	1
GO:0043062	0.0326982185417489	4.57080610021787	0.700724807107786	3	54	extracellular structure organization	1
GO:0009056	0.0335723978977419	1.82747806359056	8.20107552022446	14	632	catabolic process	1
GO:0044724	0.0336495571648991	7.56693620844564	0.290492340077184	2	23	single-organism carbohydrate catabolic process	1
GO:0010883	0.0353592296672484	7.35867190913062	0.29845686228665	2	23	regulation of lipid storage	1
GO:0044281	0.0417154199283085	2.16710764517477	3.91618954805701	8	342	small molecule metabolic process	1
GO:0044262	0.0504854313104794	5.93776520509194	0.362378327665064	2	30	cellular carbohydrate metabolic process	1
GO:1901657	0.0531889530308917	2.57292701092354	2.0372924947393	5	157	glycosyl compound metabolic process	1
GO:0009127	0.053976139641567	5.71933401291199	0.376315174187515	2	29	purine nucleoside monophosphate biosynthetic process	1
GO:0009168	0.053976139641567	5.71933401291199	0.376315174187515	2	29	purine ribonucleoside monophosphate biosynthetic process	1
GO:0019318	0.0555792581222502	5.61615487316422	0.382456140350877	2	30	hexose metabolic process	1
GO:0008293	0.0608028783539402	5.3236317621006	0.402267944821136	2	31	torso signaling pathway	1
GO:0006560	0.0626934353797578	19.3532110091743	0.0643124415341441	1	5	proline metabolic process	1
GO:0000272	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	polysaccharide catabolic process	1
GO:0006595	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	polyamine metabolic process	1
GO:0010257	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	NADH dehydrogenase complex assembly	1
GO:0015893	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	drug transport	1
GO:0032368	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	regulation of lipid transport	1
GO:0032981	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	mitochondrial respiratory chain complex I assembly	1
GO:0044247	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	cellular polysaccharide catabolic process	1
GO:0090382	0.0632341726388087	19.1795454545455	0.0648819265840542	1	5	phagosome maturation	1
GO:0006869	0.0643215334552227	5.14556574923547	0.415244330137947	2	32	lipid transport	1
GO:0009952	0.0644873733503004	2.42646197117075	2.1540799625906	5	166	anterior/posterior pattern specification	1
GO:0009156	0.0679072366891556	4.97898786623261	0.428220715454758	2	33	ribonucleoside monophosphate biosynthetic process	1
GO:0009124	0.0715576917227743	4.82282110091743	0.441197100771569	2	34	nucleoside monophosphate biosynthetic process	1
GO:0032787	0.0721234695413963	2.66027637990255	1.57014262333411	4	121	monocarboxylic acid metabolic process	1
GO:0005996	0.0729647707480755	4.76352308128009	0.446094480823199	2	35	monosaccharide metabolic process	1
GO:0009126	0.0738560381515871	2.63741485822905	1.58311900865092	4	122	purine nucleoside monophosphate metabolic process	1
GO:0009167	0.0738560381515871	2.63741485822905	1.58311900865092	4	122	purine ribonucleoside monophosphate metabolic process	1
GO:0044275	0.0747481205321291	15.4825688073394	0.0771659066994037	1	6	cellular carbohydrate catabolic process	1
GO:0009065	0.074756582929568	15.4807339449541	0.0771749298409729	1	6	glutamine family amino acid catabolic process	1
GO:0042593	0.0747650472423421	15.4788990825688	0.0771839550929716	1	6	glucose homeostasis	1
GO:0006189	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	'de novo' IMP biosynthetic process	1
GO:0006537	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	glutamate biosynthetic process	1
GO:0006544	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	glycine metabolic process	1
GO:0007313	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	maternal specification of dorsal/ventral axis, oocyte, soma encoded	1
GO:0010496	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	intercellular transport	1
GO:0043149	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	stress fiber assembly	1
GO:0050848	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	regulation of calcium-mediated signaling	1
GO:0051100	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	negative regulation of binding	1
GO:0051492	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	regulation of stress fiber assembly	1
GO:0071324	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	cellular response to disaccharide stimulus	1
GO:0071329	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	cellular response to sucrose stimulus	1
GO:0097031	0.075397116472835	15.3418181818182	0.0778583119008651	1	6	mitochondrial respiratory chain complex I biogenesis	1
GO:0044248	0.0786531390236287	1.69335922330097	6.82557867664251	11	526	cellular catabolic process	1
GO:0032879	0.0819562933841017	1.94524151123864	3.75641777048412	7	294	regulation of localization	1
GO:0009161	0.0828337210302646	2.52868323075754	1.64800093523498	4	127	ribonucleoside monophosphate metabolic process	1
GO:0006631	0.0829133670814625	3.05811403508772	1.02513444002806	3	79	fatty acid metabolic process	1
GO:0035282	0.08349193382012	2.05889724310777	3.03647416413374	6	234	segmentation	1
GO:0009123	0.0846914103093594	2.50798914681942	1.66097732055179	4	128	nucleoside monophosphate metabolic process	1
GO:0019932	0.0867627430618863	4.28491335372069	0.493102642038812	2	38	second-messenger-mediated signaling	1
GO:0001676	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	long-chain fatty acid metabolic process	1
GO:0002792	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	negative regulation of peptide secretion	1
GO:0006188	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	IMP biosynthetic process	1
GO:0009309	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	amine biosynthetic process	1
GO:0034389	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	lipid particle organization	1
GO:0035001	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	dorsal trunk growth, open tracheal system	1
GO:0035262	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	gonad morphogenesis	1
GO:0042401	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	cellular biogenic amine biosynthetic process	1
GO:0043248	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	proteasome assembly	1
GO:0043650	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	dicarboxylic acid biosynthetic process	1
GO:0046040	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	IMP metabolic process	1
GO:0046888	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	negative regulation of hormone secretion	1
GO:0090278	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	negative regulation of peptide hormone secretion	1
GO:1903578	0.0874035413759137	12.7833333333333	0.0908346972176759	1	7	regulation of ATP metabolic process	1
GO:0045886	0.0907041406167809	4.16860897594843	0.506079027355623	2	39	negative regulation of synaptic growth at neuromuscular junction	1
GO:0051964	0.0907041406167809	4.16860897594843	0.506079027355623	2	39	negative regulation of synapse assembly	1
GO:1904397	0.0907041406167809	4.16860897594843	0.506079027355623	2	39	negative regulation of neuromuscular junction development	1
GO:0005977	0.0959095256422333	11.3652291105121	0.1001521001521	1	8	glycogen metabolic process	1
GO:0001894	0.0987407729734462	3.95389320159962	0.532031797989245	2	41	tissue homeostasis	1
GO:0021700	0.0989928594759557	2.11725799835931	2.45253682487725	5	189	developmental maturation	1
GO:0008584	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	male gonad development	1
GO:0009113	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	purine nucleobase biosynthetic process	1
GO:0009631	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	cold acclimation	1
GO:0019934	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	cGMP-mediated signaling	1
GO:0032231	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	regulation of actin filament bundle assembly	1
GO:0045477	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	regulation of nurse cell apoptotic process	1
GO:0046546	0.0992554434359666	10.9558441558442	0.103811082534487	1	8	development of primary male sexual characteristics	1
GO:0007292	0.104664635409374	1.56477459937097	8.03238251110592	12	619	female gamete generation	1
GO:0007281	0.105709821992679	1.53399842079689	8.88882394201543	13	685	germ cell development	1
GO:0019637	0.106146567538319	1.73885915606594	4.7882861819032	8	369	organophosphate metabolic process	1
GO:0015992	0.106969518396155	3.7601253076751	0.557984568622866	2	43	proton transport	1
GO:0045017	0.106969518396155	3.7601253076751	0.557984568622866	2	43	glycerolipid biosynthetic process	1
GO:0007350	0.107528504298813	2.05999800339423	2.5174187514613	5	194	blastoderm segmentation	1
GO:0044699	0.109052325693012	1.33297676710616	75.5225625438391	82	5820	single-organism process	1
GO:0006536	0.110018408862552	9.67316513761468	0.115748860049106	1	9	glutamate metabolic process	1
GO:0007343	0.110954793515373	9.58522727272727	0.116787467851298	1	9	egg activation	1
GO:0009409	0.110954793515373	9.58522727272727	0.116787467851298	1	9	response to cold	1
GO:0051101	0.110954793515373	9.58522727272727	0.116787467851298	1	9	regulation of DNA binding	1
GO:0060632	0.110954793515373	9.58522727272727	0.116787467851298	1	9	regulation of microtubule-based movement	1
GO:0006818	0.1111512114626	3.67016164263871	0.570960953939677	2	44	hydrogen transport	1
GO:0007310	0.1111512114626	3.67016164263871	0.570960953939677	2	44	oocyte dorsal/ventral axis specification	1
GO:0008039	0.115375346548143	3.58438233411564	0.583937339256488	2	45	synaptic target recognition	1
GO:0010927	0.121155271830525	2.56544665012407	1.21260772045803	3	96	cellular component assembly involved in morphogenesis	1
GO:0000959	0.122503537566841	8.51919191919192	0.129763853168108	1	10	mitochondrial RNA metabolic process	1
GO:0001775	0.122503537566841	8.51919191919192	0.129763853168108	1	10	cell activation	1
GO:0009648	0.122503537566841	8.51919191919192	0.129763853168108	1	10	photoperiodism	1
GO:0021551	0.122503537566841	8.51919191919192	0.129763853168108	1	10	central nervous system morphogenesis	1
GO:0060361	0.122503537566841	8.51919191919192	0.129763853168108	1	10	flight	1
GO:0009116	0.127514809405841	2.14396484879814	1.92959887732429	4	150	nucleoside metabolic process	1
GO:0003002	0.129469509654442	1.60104041616647	5.83937339256488	9	450	regionalization	1
GO:0007586	0.133903596945362	7.66636363636364	0.142740238484919	1	11	digestion	1
GO:0007620	0.133903596945362	7.66636363636364	0.142740238484919	1	11	copulation	1
GO:0015918	0.133903596945362	7.66636363636364	0.142740238484919	1	11	sterol transport	1
GO:0016201	0.133903596945362	7.66636363636364	0.142740238484919	1	11	synaptic target inhibition	1
GO:0017004	0.133903596945362	7.66636363636364	0.142740238484919	1	11	cytochrome complex assembly	1
GO:0031427	0.133903596945362	7.66636363636364	0.142740238484919	1	11	response to methotrexate	1
GO:1903531	0.133903596945362	7.66636363636364	0.142740238484919	1	11	negative regulation of secretion by cell	1
GO:0009165	0.137321130675804	2.41521990740741	1.28466214636427	3	99	nucleotide biosynthetic process	1
GO:1901293	0.137321130675804	2.41521990740741	1.28466214636427	3	99	nucleoside phosphate biosynthetic process	1
GO:0010243	0.140307329274557	2.39003436426117	1.29763853168108	3	100	response to organonitrogen compound	1
GO:0008406	0.141514414366298	3.14323160456843	0.661795651157353	2	51	gonad development	1
GO:0051270	0.141514414366298	3.14323160456843	0.661795651157353	2	51	regulation of cellular component movement	1
GO:0006641	0.142815458266438	7.09427609427609	0.153018249883014	1	12	triglyceride metabolic process	1
GO:0008585	0.143955965230529	7.0325271059216	0.154331813398807	1	12	female gonad development	1
GO:0006144	0.145156868716293	6.96859504132231	0.15571662380173	1	12	purine nucleobase metabolic process	1
GO:0030514	0.145156868716293	6.96859504132231	0.15571662380173	1	12	negative regulation of BMP signaling pathway	1
GO:0035160	0.145156868716293	6.96859504132231	0.15571662380173	1	12	maintenance of epithelial integrity, open tracheal system	1
GO:0051048	0.145156868716293	6.96859504132231	0.15571662380173	1	12	negative regulation of secretion	1
GO:0006730	0.156265225959619	6.38712121212121	0.168693009118541	1	13	one-carbon metabolic process	1
GO:0007414	0.156265225959619	6.38712121212121	0.168693009118541	1	13	axonal defasciculation	1
GO:0009744	0.156265225959619	6.38712121212121	0.168693009118541	1	13	response to sucrose	1
GO:0043467	0.156265225959619	6.38712121212121	0.168693009118541	1	13	regulation of generation of precursor metabolites and energy	1
GO:0046011	0.156265225959619	6.38712121212121	0.168693009118541	1	13	regulation of oskar mRNA translation	1
GO:0048082	0.156265225959619	6.38712121212121	0.168693009118541	1	13	regulation of adult chitin-containing cuticle pigmentation	1
GO:0019752	0.156331642821392	1.81014962482795	2.84899210185076	5	228	carboxylic acid metabolic process	1
GO:0048469	0.161465065273096	1.9476870628343	2.11515080664017	4	163	cell maturation	1
GO:0007591	0.164159508297399	2.85049269452939	0.726677577741408	2	56	molting cycle, chitin-based cuticle	1
GO:1903827	0.164159508297399	2.85049269452939	0.726677577741408	2	56	regulation of cellular protein localization	1
GO:0008037	0.164951335475854	2.20582010582011	1.40144961421557	3	108	cell recognition	1
GO:0008038	0.164951335475854	2.20582010582011	1.40144961421557	3	108	neuron recognition	1
GO:0006821	0.167230518070436	5.89510489510489	0.181669394435352	1	14	chloride transport	1
GO:0007564	0.167230518070436	5.89510489510489	0.181669394435352	1	14	regulation of chitin-based cuticle tanning	1
GO:0010951	0.167230518070436	5.89510489510489	0.181669394435352	1	14	negative regulation of endopeptidase activity	1
GO:0034285	0.167230518070436	5.89510489510489	0.181669394435352	1	14	response to disaccharide	1
GO:0045981	0.167230518070436	5.89510489510489	0.181669394435352	1	14	positive regulation of nucleotide metabolic process	1
GO:1900544	0.167230518070436	5.89510489510489	0.181669394435352	1	14	positive regulation of purine nucleotide metabolic process	1
GO:0042303	0.168764602793722	2.79833194328607	0.739653963058218	2	57	molting cycle	1
GO:0006066	0.173391801805567	2.74803407601573	0.752630348375029	2	58	alcohol metabolic process	1
GO:0007606	0.174508741075571	2.14377572016461	1.440378770166	3	111	sensory perception of chemical stimulus	1
GO:0046034	0.174508741075571	2.14377572016461	1.440378770166	3	111	ATP metabolic process	1
GO:1901605	0.177991424814726	2.69927360774818	0.765450920605137	2	61	alpha-amino acid metabolic process	1
GO:0001964	0.178054571055703	5.47337662337662	0.194645779752163	1	15	startle response	1
GO:0010466	0.178054571055703	5.47337662337662	0.194645779752163	1	15	negative regulation of peptidase activity	1
GO:0019236	0.178054571055703	5.47337662337662	0.194645779752163	1	15	response to pheromone	1
GO:0050919	0.178054571055703	5.47337662337662	0.194645779752163	1	15	negative chemotaxis	1
GO:0009150	0.179182254397488	1.86397928161243	2.20598550385784	4	170	purine ribonucleotide metabolic process	1
GO:0006629	0.182864072311843	1.55172035941267	4.64554594341828	7	358	lipid metabolic process	1
GO:0006163	0.186971331549711	1.83022728529558	2.24491465980828	4	173	purine nucleotide metabolic process	1
GO:0009144	0.187488586922078	2.06622023809524	1.49228431143325	3	115	purine nucleoside triphosphate metabolic process	1
GO:0009205	0.187488586922078	2.06622023809524	1.49228431143325	3	115	purine ribonucleoside triphosphate metabolic process	1
GO:0006520	0.188409816432953	2.06111801242236	1.49595022890011	3	118	cellular amino acid metabolic process	1
GO:0007479	0.188739187827318	5.10787878787879	0.207622165068974	1	16	leg disc proximal/distal pattern formation	1
GO:0009066	0.188739187827318	5.10787878787879	0.207622165068974	1	16	aspartate family amino acid metabolic process	1
GO:0009069	0.188739187827318	5.10787878787879	0.207622165068974	1	16	serine family amino acid metabolic process	1
GO:0010669	0.188739187827318	5.10787878787879	0.207622165068974	1	16	epithelial structure maintenance	1
GO:0015985	0.188739187827318	5.10787878787879	0.207622165068974	1	16	energy coupled proton transport, down electrochemical gradient	1
GO:0015986	0.188739187827318	5.10787878787879	0.207622165068974	1	16	ATP synthesis coupled proton transport	1
GO:0019722	0.188739187827318	5.10787878787879	0.207622165068974	1	16	calcium-mediated signaling	1
GO:0045494	0.188739187827318	5.10787878787879	0.207622165068974	1	16	photoreceptor cell maintenance	1
GO:0046112	0.188739187827318	5.10787878787879	0.207622165068974	1	16	nucleobase biosynthetic process	1
GO:0048079	0.188739187827318	5.10787878787879	0.207622165068974	1	16	regulation of cuticle pigmentation	1
GO:0048085	0.188739187827318	5.10787878787879	0.207622165068974	1	16	adult chitin-containing cuticle pigmentation	1
GO:0048854	0.188739187827318	5.10787878787879	0.207622165068974	1	16	brain morphogenesis	1
GO:0051098	0.188739187827318	5.10787878787879	0.207622165068974	1	16	regulation of binding	1
GO:0010033	0.18907285726545	1.53603823800989	4.69146198830409	7	368	response to organic substance	1
GO:0009259	0.189592262698639	1.81924134139637	2.25789104512509	4	174	ribonucleotide metabolic process	1
GO:0009199	0.190772853712886	2.04768928220256	1.50526069675006	3	116	ribonucleoside triphosphate metabolic process	1
GO:0019915	0.196528835288894	4.86458333333333	0.217207830266088	1	17	lipid storage	1
GO:0045475	0.196813791136457	2.5212813956986	0.817512274959084	2	63	locomotor rhythm	1
GO:1901698	0.197385487795993	2.01159420289855	1.53121346738368	3	118	response to nitrogen compound	1
GO:0007270	0.199286148491544	4.78806818181818	0.220598550385784	1	17	neuron-neuron synaptic transmission	1
GO:0009649	0.199286148491544	4.78806818181818	0.220598550385784	1	17	entrainment of circadian clock	1
GO:0045476	0.199286148491544	4.78806818181818	0.220598550385784	1	17	nurse cell apoptotic process	1
GO:0009141	0.200712987649716	1.99401340996169	1.54418985270049	3	119	nucleoside triphosphate metabolic process	1
GO:0019693	0.205560822992597	1.75594732370433	2.33574935702595	4	180	ribose phosphate metabolic process	1
GO:0007309	0.207408201853804	1.95974576271186	1.57014262333411	3	121	oocyte axis specification	1
GO:0001895	0.209697210634854	4.50588235294118	0.233574935702595	1	18	retina homeostasis	1
GO:0006754	0.209697210634854	4.50588235294118	0.233574935702595	1	18	ATP biosynthetic process	1
GO:0007593	0.209697210634854	4.50588235294118	0.233574935702595	1	18	chitin-based cuticle sclerotization	1
GO:0015850	0.209697210634854	4.50588235294118	0.233574935702595	1	18	organic hydroxy compound transport	1
GO:0035223	0.209697210634854	4.50588235294118	0.233574935702595	1	18	leg disc pattern formation	1
GO:0042493	0.209697210634854	4.50588235294118	0.233574935702595	1	18	response to drug	1
GO:0070588	0.209697210634854	4.50588235294118	0.233574935702595	1	18	calcium ion transmembrane transport	1
GO:0007276	0.216373986080562	1.31811092312573	10.1864624736965	13	785	gamete generation	1
GO:0044719	0.218237672357535	4.2940876656473	0.244358704548112	1	19	regulation of imaginal disc-derived wing size	1
GO:0006096	0.219974109606214	4.25505050505051	0.246551321019406	1	19	glycolytic process	1
GO:0006757	0.219974109606214	4.25505050505051	0.246551321019406	1	19	ATP generation from ADP	1
GO:0007160	0.219974109606214	4.25505050505051	0.246551321019406	1	19	cell-matrix adhesion	1
GO:0007475	0.219974109606214	4.25505050505051	0.246551321019406	1	19	apposition of dorsal and ventral imaginal disc-derived wing surfaces	1
GO:0035099	0.219974109606214	4.25505050505051	0.246551321019406	1	19	hemocyte migration	1
GO:0046164	0.219974109606214	4.25505050505051	0.246551321019406	1	19	alcohol catabolic process	1
GO:0070328	0.219974109606214	4.25505050505051	0.246551321019406	1	19	triglyceride homeostasis	1
GO:0090288	0.219974109606214	4.25505050505051	0.246551321019406	1	19	negative regulation of cellular response to growth factor stimulus	1
GO:1901616	0.219974109606214	4.25505050505051	0.246551321019406	1	19	organic hydroxy compound catabolic process	1
GO:0007308	0.220947599932159	1.8945810564663	1.62204816460136	3	125	oocyte construction	1
GO:0034220	0.224361039258004	1.87895212285456	1.63502454991817	3	126	ion transmembrane transport	1
GO:0048640	0.225389873979494	2.29385184170889	0.895370586859949	2	69	negative regulation of developmental growth	1
GO:1901135	0.227090915541039	1.4093300750721	5.82639700724807	8	449	carbohydrate derivative metabolic process	1
GO:0072521	0.227439784670067	1.67797643234458	2.43956043956044	4	188	purine-containing compound metabolic process	1
GO:0002791	0.23011855879587	4.03062200956938	0.259527706336217	1	20	regulation of peptide secretion	1
GO:0009135	0.23011855879587	4.03062200956938	0.259527706336217	1	20	purine nucleoside diphosphate metabolic process	1
GO:0009179	0.23011855879587	4.03062200956938	0.259527706336217	1	20	purine ribonucleoside diphosphate metabolic process	1
GO:0009185	0.23011855879587	4.03062200956938	0.259527706336217	1	20	ribonucleoside diphosphate metabolic process	1
GO:0016125	0.23011855879587	4.03062200956938	0.259527706336217	1	20	sterol metabolic process	1
GO:0030072	0.23011855879587	4.03062200956938	0.259527706336217	1	20	peptide hormone secretion	1
GO:0030713	0.23011855879587	4.03062200956938	0.259527706336217	1	20	ovarian follicle cell stalk formation	1
GO:0046031	0.23011855879587	4.03062200956938	0.259527706336217	1	20	ADP metabolic process	1
GO:0050905	0.23011855879587	4.03062200956938	0.259527706336217	1	20	neuromuscular process	1
GO:0055090	0.23011855879587	4.03062200956938	0.259527706336217	1	20	acylglycerol homeostasis	1
GO:0090087	0.23011855879587	4.03062200956938	0.259527706336217	1	20	regulation of peptide transport	1
GO:0090101	0.23011855879587	4.03062200956938	0.259527706336217	1	20	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1
GO:0090276	0.23011855879587	4.03062200956938	0.259527706336217	1	20	regulation of peptide hormone secretion	1
GO:1902742	0.23011855879587	4.03062200956938	0.259527706336217	1	20	apoptotic process involved in development	1
GO:0009152	0.230186702559297	2.25984889368591	0.908346972176759	2	70	purine ribonucleotide biosynthetic process	1
GO:0044255	0.238643388057313	1.53950236788694	3.32195464110358	5	256	cellular lipid metabolic process	1
GO:0006164	0.239800374183536	2.19475753604194	0.934299742810381	2	72	purine nucleotide biosynthetic process	1
GO:0002790	0.240132249910665	3.82863636363636	0.272504091653028	1	21	peptide secretion	1
GO:0009914	0.240132249910665	3.82863636363636	0.272504091653028	1	21	hormone transport	1
GO:0019751	0.240132249910665	3.82863636363636	0.272504091653028	1	21	polyol metabolic process	1
