OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.158.034	none	17	20	4	16	4	9	16	10	12	0	0	0	0	0
sim.159.034	none	0	0	0	0	0	0	0	0	0	0	0	1	2	2
sim.16.034	none	0	0	0	0	0	0	0	0	0	0	0	0	4	4
sim.160.034	none	0	0	0	0	0	0	0	0	0	2	7	3	3	10
sim.161.034	none	5	4	5	7	10	6	9	16	3	0	0	11	8	4
sim.162.034	none	0	0	0	0	0	0	0	0	0	0	0	4	2	4
sim.163.034	none	0	0	0	0	0	0	0	0	0	0	0	4	4	5
sim.164.034	none	0	0	0	0	0	0	0	0	0	4	0	0	5	6
sim.165.034	none	0	0	0	0	0	0	0	0	0	8	2	15	5	4
sim.166.034	none	2	2	0	0	0	0	0	7	6	0	0	0	0	0
sim.167.034	none	5	4	1	1	5	5	4	4	4	0	2	0	0	0
sim.168.034	none	0	0	0	0	0	0	0	0	0	11	0	5	20	12
sim.169.034	none	0	0	0	0	0	0	0	0	0	28	0	45	31	34
sim.17.034	none	0	0	0	0	0	0	0	0	0	2	0	2	16	11
sim.170.034	none	0	0	0	0	0	0	0	0	0	11	15	0	0	0
sim.171.034	none	0	0	0	0	0	0	0	0	0	31	57	31	34	34
sim.172.034	none	6	16	4	6	4	6	7	18	14	0	0	0	0	0
sim.173.034	none	0	0	0	0	0	0	0	0	0	8	0	38	28	48
sim.174.034	none	0	3	4	0	6	1	0	0	1	5	17	10	14	9
sim.175.034	none	44	18	10	45	8	11	16	7	15	0	0	0	0	0
sim.176.034	none	0	0	3	1	0	0	0	0	0	0	0	0	0	0
sim.177.034	none	0	0	4	6	1	4	5	0	0	0	0	0	0	0
sim.178.034	none	0	0	0	0	0	0	0	0	0	26	27	18	15	5
sim.179.034	none	0	0	0	0	0	0	0	0	0	7	29	10	12	7
sim.18.034	none	9	0	16	29	6	6	10	3	12	0	0	0	0	0
sim.180.034	none	0	0	0	0	0	0	0	0	0	1	0	7	4	11
sim.181.034	none	12	7	26	41	26	24	34	27	24	0	0	0	0	0
sim.182.034	none	25	8	2	0	2	2	0	0	0	0	0	0	0	0
sim.183.034	none	14	10	8	23	19	21	15	20	18	0	0	0	0	0
sim.184.034	none	2	3	0	0	0	0	0	0	0	0	0	0	0	0
sim.185.034	none	0	0	8	3	0	5	0	5	8	0	0	0	0	0
sim.186.034	none	0	0	0	0	0	0	0	0	0	11	11	3	1	10
sim.187.034	none	0	0	10	8	2	0	5	16	3	0	0	0	0	0
sim.188.034	none	0	0	0	0	0	0	0	0	0	0	11	0	5	2
sim.189.034	none	0	0	0	0	0	0	0	0	0	24	33	10	3	0
sim.19.034	none	0	0	0	0	0	0	0	0	0	0	0	4	1	4
sim.190.034	none	0	0	0	0	0	0	0	0	0	0	0	0	5	8
sim.191.034	none	0	0	0	0	0	0	0	0	0	0	0	10	0	0
sim.192.034	none	0	2	12	14	7	5	12	7	13	0	0	0	0	0
sim.193.034	none	0	0	0	0	0	0	0	0	0	19	42	24	36	32
sim.194.034	none	0	0	0	0	0	0	0	0	0	0	0	9	17	19
sim.195.034	none	12	10	2	14	2	7	3	16	24	0	0	0	0	0
sim.196.034	none	7	3	3	2	0	1	5	6	6	0	0	0	0	0
sim.197.034	none	0	0	0	0	0	0	0	0	0	1	11	8	9	2
sim.198.034	none	0	0	0	0	0	0	0	0	0	0	0	17	13	3
sim.199.034	none	0	0	0	0	0	0	0	0	0	10	12	1	4	3
sim.2.034	none	3	4	1	0	0	0	3	2	0	0	2	0	3	0
sim.20.034	none	0	0	3	2	5	5	2	3	11	0	0	0	0	0
sim.200.034	none	0	0	6	1	4	3	2	0	0	0	0	0	0	0
sim.201.034	none	0	0	0	0	0	0	0	0	0	40	1	11	13	21
sim.202.034	none	9	0	7	3	12	11	9	4	2	0	0	0	0	0
sim.203.034	none	15	2	0	9	4	4	7	6	7	0	0	0	0	0
sim.204.034	none	5	1	20	27	16	9	13	6	4	0	0	0	0	0
sim.205.034	none	10	11	20	7	12	11	17	28	18	0	0	0	0	0
sim.206.034	none	0	0	19	4	4	2	3	6	7	0	0	0	0	0
sim.207.034	none	0	0	0	0	0	0	0	0	0	6	12	0	0	0
sim.208.034	none	0	4	0	4	1	0	4	12	14	11	9	0	0	0
sim.209.034	none	0	0	0	0	0	0	0	0	0	24	8	0	0	0
sim.21.034	none	0	0	0	0	0	0	0	0	0	10	1	0	0	0
sim.210.034	none	0	0	0	0	0	0	0	0	0	15	13	0	1	5
sim.211.034	none	0	0	0	0	0	0	0	0	0	5	10	15	9	6
sim.212.034	none	3	1	21	1	1	1	5	1	2	0	0	0	1	0
sim.213.034	none	0	0	0	0	0	0	0	0	0	2	3	4	24	53
sim.214.034	none	3	10	8	41	33	28	31	8	4	0	0	0	0	0
sim.215.034	none	2	2	0	7	0	1	0	0	1	0	0	2	1	11
sim.216.034	none	4	2	0	0	0	0	0	0	0	0	0	0	0	0
sim.217.034	none	25	2	4	0	8	8	11	3	2	0	0	0	0	0
sim.218.034	none	6	7	7	0	2	8	3	2	4	0	0	0	0	0
sim.219.034	none	0	0	0	0	0	0	0	0	0	11	4	10	28	20
sim.22.034	none	4	13	27	17	19	15	14	28	34	0	0	0	0	0
sim.220.034	none	13	2	16	5	0	0	0	6	6	0	0	0	0	0
sim.221.034	none	0	0	0	0	0	0	0	0	0	4	0	0	0	0
sim.222.034	none	0	0	0	0	0	0	0	0	0	49	45	8	43	27
sim.223.034	none	18	11	42	64	29	29	45	34	25	15	20	6	8	19
sim.224.034	none	0	0	1	6	4	2	7	2	1	0	0	0	0	0
sim.225.034	none	0	0	0	0	0	0	0	0	0	14	20	1	0	0
sim.226.034	none	0	4	0	3	3	6	3	0	0	0	0	0	0	0
sim.227.034	none	0	0	0	0	0	0	0	0	0	8	1	5	7	5
sim.228.034	none	0	0	0	0	0	0	0	0	0	14	3	0	0	0
sim.229.034	none	1	1	1	0	1	1	0	0	0	4	6	0	0	0
sim.23.034	none	25	12	27	22	10	12	20	12	15	0	0	0	0	0
sim.230.034	none	21	6	35	25	19	21	17	7	13	0	0	0	0	0
sim.231.034	none	0	0	0	0	0	0	0	0	0	0	0	6	8	5
sim.232.034	none	0	0	0	0	0	0	0	0	0	0	18	0	0	0
sim.233.034	none	0	0	4	15	1	2	0	0	0	0	0	0	0	0
sim.234.034	none	0	0	0	0	0	0	0	0	0	2	6	1	2	3
sim.235.034	none	0	0	0	0	0	0	0	0	0	4	0	37	24	14
sim.236.034	none	4	0	13	17	2	2	8	2	1	10	4	6	12	1
sim.237.034	none	27	9	5	12	21	21	31	28	16	0	0	0	0	0
sim.238.034	none	25	13	33	51	66	66	26	46	41	0	0	0	0	0
sim.239.034	none	5	13	7	4	12	12	12	5	10	0	0	0	0	0
sim.24.034	none	0	0	0	0	0	0	0	0	0	5	0	4	13	2
sim.240.034	none	0	0	0	0	0	0	0	0	0	0	0	19	0	2
sim.241.034	none	0	0	0	0	0	0	0	0	0	14	13	2	1	6
sim.242.034	none	4	1	35	17	38	29	32	14	21	0	0	0	0	0
sim.243.034	none	0	0	0	0	0	0	0	0	0	11	5	0	0	0
sim.244.034	none	0	0	0	0	0	0	0	0	0	2	0	24	8	22
sim.245.034	none	11	4	6	8	13	14	10	14	20	2	6	0	0	0
sim.246.034	none	4	10	1	0	0	0	0	2	5	0	0	0	0	0
sim.247.034	none	0	0	0	0	0	0	0	0	0	0	0	9	18	15
sim.248.034	none	0	0	0	0	0	0	0	0	0	0	4	8	9	1
sim.249.034	none	5	2	13	16	13	15	5	4	6	0	0	0	0	0
sim.25.034	none	3	5	0	0	0	0	0	0	0	0	0	0	0	0
sim.250.034	none	0	0	0	0	0	0	0	0	0	7	1	0	0	8
sim.251.034	none	0	0	0	0	0	0	0	0	0	4	2	11	8	6
sim.252.034	none	0	0	5	0	0	1	0	6	8	0	0	0	0	0
sim.253.034	none	1	0	2	1	2	1	5	0	1	7	18	3	6	0
sim.254.034	none	5	8	12	5	13	8	10	8	13	18	9	12	7	3
sim.255.034	none	0	0	0	0	0	0	0	0	0	0	0	14	28	27
sim.256.034	none	0	0	0	0	0	0	0	0	0	12	0	0	0	0
sim.257.034	none	1	4	0	0	2	2	4	0	1	0	0	0	0	0
sim.258.034	none	0	0	0	0	0	0	0	0	0	27	2	0	13	22
sim.259.034	none	5	15	0	0	0	0	0	0	0	0	0	0	0	0
sim.26.034	none	0	0	0	0	0	0	0	0	0	1	3	6	10	15
sim.260.034	none	0	0	0	0	0	0	0	0	0	9	1	13	23	17
sim.261.034	none	0	0	0	0	0	0	0	0	0	6	7	2	0	3
sim.262.034	none	20	33	7	4	1	0	4	5	13	0	0	0	0	0
sim.263.034	none	0	0	0	0	0	0	0	0	0	31	31	18	12	16
sim.264.034	none	0	0	0	0	0	0	0	0	0	8	16	0	0	0
sim.265.034	none	0	0	0	0	0	0	0	0	0	8	6	0	0	0
sim.266.034	none	0	0	5	7	11	9	6	0	0	0	0	0	0	0
sim.267.034	none	0	0	0	0	0	0	0	0	0	6	11	26	5	4
sim.268.034	none	0	0	0	0	0	0	0	0	0	8	5	31	22	28
sim.269.034	none	0	0	4	14	11	18	15	3	4	0	0	0	0	0
sim.27.034	none	30	12	34	35	41	49	52	38	26	0	0	0	0	0
sim.270.034	none	51	61	7	10	18	27	21	3	3	0	0	0	0	0
sim.271.034	none	0	0	0	0	0	0	0	0	0	7	8	0	0	0
sim.272.034	none	7	17	4	9	27	28	33	5	23	0	0	0	0	0
sim.273.034	none	0	0	0	0	0	0	0	0	0	0	0	1	8	9
sim.274.034	none	0	0	0	0	0	0	0	0	0	13	0	0	0	0
sim.275.034	none	27	7	14	12	11	13	5	18	24	0	0	0	0	0
sim.276.034	none	24	22	28	16	18	19	17	30	26	0	0	0	0	0
sim.277.034	none	0	0	0	0	0	0	0	0	0	17	5	21	9	25
sim.278.034	none	0	0	0	0	0	0	0	0	0	0	0	2	19	12
sim.279.034	none	0	0	0	0	0	0	0	0	0	2	0	3	0	0
sim.28.034	none	0	0	0	0	0	0	0	0	0	11	10	0	0	0
sim.280.034	none	0	0	2	0	3	3	3	6	4	0	0	0	0	0
sim.281.034	none	7	15	11	17	8	9	29	11	16	0	0	0	0	0
sim.282.034	none	0	0	0	0	0	0	0	0	0	0	0	20	25	24
sim.283.034	none	0	0	0	0	0	0	0	0	0	0	2	7	8	9
sim.284.034	none	0	0	0	0	0	0	0	0	0	29	20	1	1	0
sim.285.034	none	0	0	0	5	2	2	1	19	9	0	0	0	0	0
sim.286.034	none	14	18	40	23	22	27	17	18	23	0	0	0	0	0
sim.287.034	none	0	0	0	0	0	0	0	0	0	0	0	9	4	7
sim.288.034	none	0	12	5	9	4	0	2	2	0	0	0	0	0	0
sim.289.034	none	3	1	0	0	0	0	0	0	0	0	0	0	0	0
sim.29.034	none	0	3	1	3	8	3	6	6	6	0	0	0	0	0
sim.290.034	none	0	0	0	0	0	0	0	0	0	5	22	1	15	9
sim.291.034	none	21	35	25	7	8	8	7	12	9	0	0	0	0	0
sim.292.034	none	0	0	0	0	0	0	0	0	0	0	0	3	39	22
sim.293.034	none	0	0	0	0	0	0	0	0	0	3	0	1	0	0
sim.294.034	none	0	0	0	0	0	0	0	0	0	0	0	20	11	16
sim.295.034	none	0	0	0	0	0	0	0	0	0	16	20	0	0	0
sim.296.034	none	12	8	28	16	19	17	18	16	18	0	0	0	0	0
sim.297.034	none	0	0	0	0	0	0	0	0	0	0	0	0	3	11
sim.298.034	none	0	0	0	0	0	0	0	0	0	0	4	0	0	0
sim.299.034	none	10	3	0	0	0	0	0	0	0	0	0	0	0	0
sim.3.034	none	0	0	6	6	10	5	2	1	5	0	0	0	0	0
sim.30.034	none	0	0	0	0	0	0	0	0	0	46	61	18	18	21
sim.300.034	none	0	0	0	0	0	0	0	0	0	0	0	1	2	9
sim.301.034	none	1	6	12	6	2	4	8	8	6	0	0	0	0	0
sim.302.034	none	19	15	5	6	9	5	12	10	10	0	0	0	0	0
sim.303.034	none	3	4	10	19	12	16	15	12	14	0	0	0	0	0
sim.304.034	none	0	0	5	0	1	1	5	0	0	0	0	0	0	0
sim.305.034	none	0	0	0	0	0	0	0	0	0	23	21	0	0	0
sim.306.034	none	0	0	0	0	0	0	0	0	0	23	8	17	8	13
sim.307.034	none	0	0	21	13	6	14	13	20	4	0	0	0	0	0
sim.308.034	none	0	0	2	4	6	8	0	10	4	0	0	0	0	0
sim.309.034	none	0	0	0	0	0	0	0	0	0	4	0	36	7	18
sim.31.034	none	6	12	11	9	12	10	14	1	8	0	0	0	0	0
sim.310.034	none	0	0	0	0	0	0	0	0	0	2	13	0	10	3
sim.311.034	none	0	0	0	0	0	0	0	0	0	0	0	12	7	8
sim.312.034	none	0	0	4	4	0	1	5	2	1	0	0	0	0	0
sim.313.034	none	0	5	1	1	0	0	0	0	1	0	0	0	0	0
sim.314.034	none	9	5	10	0	0	0	1	4	4	0	0	0	0	0
sim.315.034	none	35	32	3	1	6	2	8	1	0	0	0	0	0	0
sim.316.034	none	12	3	8	4	3	2	0	2	2	0	0	0	0	0
sim.317.034	none	0	0	0	0	0	0	0	0	0	2	7	11	0	0
sim.318.034	none	16	6	2	9	20	11	10	0	1	1	5	7	2	17
sim.319.034	none	0	0	0	0	0	0	0	0	0	25	22	8	10	30
sim.32.034	none	0	0	0	0	0	0	0	0	0	10	12	0	0	0
sim.320.034	none	0	0	8	22	6	9	3	0	0	0	0	6	6	2
sim.321.034	none	6	10	0	0	6	6	1	0	0	0	0	0	0	0
sim.322.034	none	0	0	0	0	0	0	0	0	0	33	19	0	0	0
sim.323.034	none	13	20	4	10	3	3	0	15	9	0	0	0	0	0
sim.324.034	none	0	0	0	0	0	0	0	0	0	1	0	1	4	4
sim.325.034	none	0	0	0	0	0	0	0	0	0	0	2	10	7	14
sim.326.034	none	0	0	0	0	0	0	0	0	0	27	11	0	0	0
sim.327.034	none	10	9	4	5	9	12	3	2	0	0	0	0	0	0
sim.328.034	none	17	18	13	7	17	19	11	15	12	0	0	0	0	0
sim.329.034	none	0	0	0	0	0	0	0	0	0	8	0	28	27	26
sim.33.034	none	0	0	0	0	0	0	0	0	0	8	7	5	0	0
sim.330.034	none	0	0	0	0	0	0	0	0	0	17	0	0	0	0
sim.331.034	none	0	0	0	0	0	0	0	0	0	0	0	1	12	7
sim.332.034	none	1	7	24	9	4	6	8	6	9	0	0	0	0	0
sim.333.034	none	2	0	1	2	1	1	0	0	0	0	0	0	0	0
sim.334.034	none	0	0	0	0	0	0	0	0	0	1	0	5	0	0
sim.335.034	none	0	0	0	0	0	0	0	0	0	28	14	8	6	2
sim.336.034	none	0	0	0	0	0	0	0	0	0	0	0	3	12	13
sim.337.034	none	0	0	0	0	0	0	0	0	0	7	4	0	0	0
sim.338.034	none	7	12	0	0	0	0	0	0	0	0	0	0	0	0
sim.339.034	none	0	0	29	6	21	27	13	14	0	0	0	0	0	0
sim.34.034	none	6	6	5	14	10	5	7	0	1	0	0	0	0	0
sim.340.034	none	0	0	0	0	0	0	0	0	0	18	3	1	0	0
sim.341.034	none	5	0	4	0	2	2	3	4	10	0	0	0	0	0
sim.342.034	none	0	0	0	0	0	0	0	0	0	5	5	0	0	0
sim.343.034	none	0	0	0	0	0	0	0	0	0	3	3	0	5	8
sim.344.034	none	9	9	12	1	17	19	15	3	1	0	0	0	0	0
sim.345.034	none	0	0	0	0	0	0	0	0	0	0	0	4	0	0
sim.346.034	none	0	0	0	0	0	0	0	0	0	0	0	23	14	23
sim.347.034	none	0	0	0	0	0	0	0	0	0	11	13	0	0	0
sim.348.034	none	0	0	0	0	0	0	0	0	0	3	1	0	0	0
sim.349.034	none	0	0	0	0	0	0	0	0	0	28	8	3	6	4
sim.35.034	none	0	0	0	0	0	0	0	0	0	10	3	0	0	0
sim.350.034	none	0	0	0	0	0	0	0	0	0	12	1	0	2	3
sim.351.034	none	5	4	0	0	0	0	0	0	0	0	0	0	0	0
sim.352.034	none	0	0	0	0	0	0	0	0	0	2	6	16	4	5
sim.353.034	none	0	0	0	0	0	0	0	0	0	10	20	0	0	0
sim.354.034	none	0	0	0	0	0	0	0	0	0	5	0	7	4	4
sim.355.034	none	0	0	0	0	0	0	0	0	0	31	4	0	0	0
sim.356.034	none	0	0	0	0	0	0	0	0	0	8	0	45	12	11
sim.357.034	none	9	13	14	15	21	26	21	4	12	0	0	0	0	0
sim.358.034	none	0	0	0	0	0	0	0	0	0	1	1	5	7	6
sim.359.034	none	0	0	0	0	0	0	0	0	0	1	10	0	0	2
sim.36.034	none	0	0	0	0	0	0	0	0	0	0	6	0	0	0
sim.360.034	none	14	2	12	4	8	6	16	11	24	0	0	0	0	0
sim.361.034	none	14	25	5	19	12	12	18	21	17	0	0	0	0	0
sim.362.034	none	0	0	0	0	0	0	0	0	0	0	1	12	0	0
sim.363.034	none	0	0	0	0	0	0	0	0	0	0	0	2	3	1
sim.364.034	none	0	0	0	0	0	0	0	0	0	3	1	9	4	10
sim.365.034	none	0	0	0	0	0	0	0	0	0	4	32	46	22	37
sim.366.034	none	0	0	0	0	0	0	0	0	0	0	4	0	0	0
sim.367.034	none	0	0	4	13	5	5	0	7	5	0	0	0	0	0
sim.368.034	none	8	9	0	0	0	0	0	0	0	12	16	5	1	11
sim.369.034	none	13	7	0	0	0	0	0	0	0	0	0	0	0	0
sim.37.034	none	3	4	0	0	0	0	0	0	0	10	27	2	16	29
sim.370.034	none	7	10	0	0	0	0	0	0	0	0	0	0	0	0
sim.371.034	none	7	15	18	12	14	29	13	17	23	0	0	7	3	5
sim.372.034	none	18	25	25	24	5	3	18	5	16	0	0	0	0	0
sim.373.034	none	0	0	0	0	0	0	0	0	0	4	0	18	5	12
sim.374.034	none	19	13	14	25	22	23	28	19	8	0	0	0	0	0
sim.375.034	none	0	0	0	0	0	0	0	0	0	29	17	3	0	8
sim.376.034	none	0	0	0	0	0	0	0	0	0	7	7	3	2	4
sim.377.034	none	18	13	13	9	25	29	24	2	5	0	0	19	1	15
sim.378.034	none	15	11	22	38	19	23	25	0	1	0	0	0	0	0
sim.379.034	none	11	8	19	14	18	16	19	3	17	0	0	0	0	0
sim.38.034	none	0	0	0	0	0	0	0	0	0	5	5	0	0	0
sim.380.034	none	1	3	9	9	6	6	15	11	8	0	0	0	0	0
sim.381.034	none	0	0	0	0	0	0	0	0	0	3	2	9	7	5
sim.382.034	none	5	0	8	6	8	4	3	14	7	0	0	0	0	0
sim.383.034	none	0	0	0	0	0	0	0	0	0	0	0	10	10	8
sim.384.034	none	0	0	0	0	0	0	0	0	0	10	16	10	14	10
sim.385.034	none	0	0	0	0	0	0	0	0	0	2	0	3	7	1
sim.386.034	none	41	27	11	17	7	5	2	11	7	0	0	0	0	0
sim.387.034	none	0	9	2	2	2	3	4	3	10	0	0	0	0	0
sim.388.034	none	2	0	1	1	0	0	0	6	0	0	0	0	0	0
sim.389.034	none	19	9	5	13	8	4	17	11	7	0	0	14	6	4
sim.39.034	none	5	6	3	8	5	8	2	30	21	0	0	0	0	0
sim.390.034	none	0	0	0	0	0	0	0	0	0	0	0	4	0	5
sim.391.034	none	5	4	6	4	3	4	11	7	9	33	27	13	14	23
sim.392.034	none	20	15	17	7	2	5	5	21	24	0	0	0	0	0
sim.393.034	none	0	0	0	0	0	0	0	0	0	0	0	5	17	20
sim.394.034	none	0	0	6	19	6	4	3	8	15	0	0	0	0	0
sim.395.034	none	0	0	0	0	0	0	0	0	0	5	2	0	2	1
sim.396.034	none	15	0	5	0	2	5	0	0	2	0	0	0	0	0
sim.397.034	none	1	3	0	0	0	0	0	0	0	0	0	0	0	0
sim.398.034	none	3	14	0	0	0	0	0	0	0	0	0	20	23	29
sim.399.034	none	0	0	0	0	0	0	0	0	0	0	8	0	0	0
sim.4.034	none	0	0	0	0	0	0	0	0	0	0	12	1	9	7
sim.40.034	none	50	79	48	32	54	58	54	60	38	0	0	0	0	0
sim.400.034	none	11	10	7	17	4	6	11	17	18	0	0	0	0	0
sim.401.034	none	0	0	0	0	0	0	0	0	0	3	1	2	7	14
sim.402.034	none	0	0	0	0	0	0	0	0	0	10	1	5	0	2
sim.403.034	none	0	0	0	0	11	7	3	4	6	0	0	0	0	0
sim.404.034	none	0	0	0	0	0	0	0	0	0	4	0	12	0	0
sim.405.034	none	15	4	0	0	13	5	3	4	2	0	0	0	0	0
sim.406.034	none	0	0	0	0	0	0	0	0	0	0	0	0	3	11
sim.407.034	none	0	0	0	0	0	0	0	0	0	7	3	19	9	1
sim.408.034	none	0	0	0	0	0	0	0	0	0	4	0	0	3	0
sim.409.034	none	0	0	0	0	0	0	0	0	0	0	0	11	2	2
sim.41.034	none	0	5	0	11	1	1	1	5	1	5	3	0	0	0
sim.410.034	none	20	26	15	13	22	21	27	17	24	0	0	0	0	0
sim.411.034	none	0	0	0	0	0	0	0	0	0	0	0	0	2	2
sim.412.034	none	4	0	3	0	0	0	0	0	1	0	0	0	0	0
sim.413.034	none	0	0	0	0	0	0	0	0	0	4	6	12	10	9
sim.414.034	none	0	1	8	2	2	2	10	4	12	0	0	0	0	0
sim.415.034	none	0	2	0	7	8	8	21	24	19	0	0	0	0	0
sim.416.034	none	0	0	0	0	0	0	0	0	0	0	0	7	0	0
sim.417.034	none	0	0	0	0	0	0	0	0	0	0	0	1	4	1
sim.418.034	none	0	0	0	0	0	0	0	0	0	6	0	6	11	3
sim.419.034	none	0	0	0	0	0	0	0	0	0	8	3	0	0	0
sim.42.034	none	0	0	0	0	0	0	0	0	0	13	9	1	1	3
sim.420.034	none	5	4	2	1	2	3	5	1	1	0	0	0	0	0
sim.421.034	none	0	0	0	0	0	0	0	0	0	7	22	82	55	47
sim.422.034	none	7	15	17	23	11	14	8	11	9	4	5	12	10	5
sim.423.034	none	0	0	1	8	5	4	4	0	0	0	0	0	0	0
sim.424.034	none	0	0	0	0	0	0	0	0	0	4	5	5	9	4
sim.425.034	none	9	4	7	0	0	0	0	0	0	0	0	0	0	0
sim.426.034	none	12	1	9	0	3	2	0	3	1	0	0	0	0	0
sim.427.034	none	0	0	0	0	0	0	0	0	0	16	4	0	8	8
sim.428.034	none	19	13	2	19	37	40	22	4	3	0	0	0	0	0
sim.429.034	none	0	1	2	0	1	1	2	3	5	0	0	0	0	0
sim.43.034	none	0	0	0	0	0	0	0	0	0	0	0	5	8	2
sim.430.034	none	3	7	0	0	0	0	0	0	0	0	0	0	0	0
sim.431.034	none	0	0	0	0	0	0	0	0	0	15	22	9	4	5
sim.432.034	none	0	0	3	9	7	13	21	6	2	0	0	0	0	0
sim.433.034	none	12	8	0	1	0	0	0	4	0	0	0	0	0	0
sim.434.034	none	0	0	5	1	2	5	4	5	3	0	0	5	2	0
