OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.144.341	none	73	10	0	0	0	0	0	56	13	0	0	0	0	0
sim.145.341	none	0	0	0	0	0	0	0	0	0	5	0	75	37	66
sim.146.341	none	0	0	0	81	48	47	44	103	10	0	0	0	0	0
sim.147.341	none	7	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.148.341	none	29	0	169	109	2	0	62	88	106	0	0	0	0	0
sim.149.341	none	0	0	0	0	0	0	0	0	0	4	0	0	0	0
sim.15.341	none	10	17	0	0	0	0	0	0	0	0	0	0	0	0
sim.150.341	none	101	129	60	28	46	45	14	10	24	0	0	0	0	0
sim.151.341	none	0	0	0	0	0	0	0	0	0	183	40	23	8	2
sim.152.341	none	0	0	0	0	0	0	0	0	0	4	10	9	45	25
sim.153.341	none	0	0	0	0	0	0	0	0	0	173	37	0	0	0
sim.154.341	none	288	166	136	363	234	274	125	168	201	0	0	0	0	0
sim.155.341	none	168	94	146	212	80	148	173	293	203	0	0	0	0	0
sim.156.341	none	17	0	26	115	75	115	188	286	133	0	0	0	0	0
sim.157.341	none	0	0	0	0	0	0	0	0	0	0	10	0	0	0
sim.158.341	none	0	0	0	0	0	0	0	0	0	0	0	35	0	0
sim.159.341	none	0	0	0	0	0	0	0	0	0	0	0	48	79	119
sim.16.341	none	0	0	0	0	0	0	0	0	0	21	0	0	72	21
sim.160.341	none	135	66	68	267	83	93	115	73	157	0	0	0	0	0
sim.161.341	none	0	0	0	0	0	0	0	0	0	110	248	11	110	93
sim.162.341	none	0	0	0	0	0	0	0	0	0	13	0	0	0	0
sim.163.341	none	0	0	0	0	0	0	0	0	0	38	28	9	45	13
sim.164.341	none	0	0	0	0	0	0	0	0	0	34	46	0	0	0
sim.165.341	none	0	0	0	0	0	0	0	0	0	0	0	48	0	0
sim.166.341	none	0	0	0	0	0	0	0	0	0	61	239	0	0	0
sim.167.341	none	108	14	59	68	86	90	98	132	13	0	0	0	0	0
sim.168.341	none	65	40	0	0	0	0	0	65	50	0	0	0	0	0
sim.169.341	none	0	0	0	0	4	7	12	33	20	0	0	0	0	0
sim.17.341	none	0	0	0	0	0	0	0	0	0	0	0	20	34	42
sim.170.341	none	0	0	0	0	0	0	0	0	0	232	0	184	1	8
sim.171.341	none	76	129	0	47	26	7	0	0	13	0	0	0	0	0
sim.172.341	none	0	0	0	0	0	0	0	0	0	0	0	109	0	0
sim.173.341	none	20	104	21	7	58	85	30	40	54	0	0	0	0	0
sim.174.341	none	0	0	28	0	0	3	32	12	22	0	0	0	0	0
sim.175.341	none	0	0	0	0	0	0	0	0	0	23	0	0	0	0
sim.176.341	none	0	0	0	0	0	0	0	0	0	16	10	101	23	131
sim.177.341	none	45	24	122	65	67	75	118	246	173	0	0	0	0	0
sim.178.341	none	0	0	0	0	0	0	0	0	0	0	38	0	0	0
sim.179.341	none	0	0	0	0	0	0	0	0	0	48	0	46	51	0
sim.18.341	none	0	0	0	0	0	0	0	0	0	51	70	0	0	0
sim.180.341	none	0	0	0	0	0	0	0	0	0	175	42	8	56	52
sim.181.341	none	0	0	0	0	0	0	0	0	0	4	15	19	0	0
sim.182.341	none	0	0	0	0	0	0	0	0	0	74	0	14	10	33
sim.183.341	none	2	7	0	0	0	0	0	0	0	0	0	0	0	0
sim.184.341	none	0	0	100	26	175	140	91	0	0	0	0	0	0	0
sim.185.341	none	0	0	0	0	0	0	0	0	0	0	0	33	33	5
sim.186.341	none	132	203	15	97	135	140	215	123	71	0	0	0	0	0
sim.187.341	none	250	33	318	174	284	343	103	250	175	0	0	0	0	0
sim.188.341	none	0	0	0	0	0	0	0	0	0	0	0	425	258	137
sim.189.341	none	59	2	0	0	0	0	0	0	0	0	0	0	0	0
sim.19.341	none	0	0	0	0	0	0	0	0	0	141	345	226	114	152
sim.190.341	none	0	0	0	0	0	0	0	0	0	0	0	24	31	10
sim.191.341	none	95	176	166	330	176	186	195	247	370	0	0	0	0	0
sim.192.341	none	0	0	0	9	0	0	0	119	75	0	0	0	0	0
sim.193.341	none	0	0	0	0	0	0	0	0	0	0	0	11	0	0
sim.194.341	none	62	59	0	0	69	35	47	35	30	0	0	0	0	0
sim.195.341	none	0	0	0	0	0	0	0	0	0	0	0	105	86	100
sim.196.341	none	121	127	434	146	254	234	171	156	79	0	0	0	0	0
sim.197.341	none	42	133	139	179	127	140	112	180	237	0	0	0	0	0
sim.198.341	none	0	0	0	0	0	0	0	0	0	0	51	43	42	72
sim.199.341	none	0	15	0	0	0	0	0	0	0	0	0	0	0	0
sim.2.341	none	172	144	139	261	225	212	186	425	411	0	0	0	0	0
sim.20.341	none	12	0	0	20	26	76	51	0	0	0	0	0	0	0
sim.200.341	none	0	0	0	0	0	0	0	0	0	89	113	50	31	44
sim.201.341	none	0	0	0	0	0	0	0	0	0	0	0	77	0	0
sim.202.341	none	0	0	60	109	97	134	167	87	101	0	0	0	0	0
sim.203.341	none	215	193	155	163	16	33	70	142	224	0	0	0	0	0
sim.204.341	none	0	0	0	0	0	0	0	0	0	131	28	175	46	61
sim.205.341	none	82	105	30	24	6	0	2	30	18	0	0	0	0	0
sim.206.341	none	0	0	0	0	0	0	0	0	0	135	147	0	0	0
sim.207.341	none	0	0	0	0	0	0	0	0	0	2	21	0	0	0
sim.208.341	none	0	0	91	0	50	48	32	28	27	0	0	0	0	0
sim.209.341	none	197	19	53	52	73	73	49	95	90	0	0	0	0	0
sim.21.341	none	170	55	50	153	67	7	41	16	35	0	0	0	0	0
sim.210.341	none	0	0	0	0	0	0	0	0	0	28	0	29	121	155
sim.211.341	none	30	25	44	0	18	9	55	59	53	0	0	0	0	0
sim.212.341	none	0	0	0	0	0	0	0	0	0	3	23	1	22	42
sim.213.341	none	0	0	0	0	0	0	0	0	0	38	0	75	17	0
sim.214.341	none	0	0	0	0	0	0	0	0	0	78	55	76	78	167
sim.215.341	none	363	133	30	28	19	32	19	16	0	0	0	0	0	0
sim.216.341	none	0	0	0	0	0	0	0	0	0	77	112	0	0	0
sim.217.341	none	0	0	0	0	0	0	0	0	0	8	0	0	0	0
sim.218.341	none	0	0	0	0	0	0	0	0	0	0	0	192	74	135
sim.219.341	none	0	0	0	0	0	0	0	0	0	225	262	0	0	0
sim.22.341	none	0	0	0	0	0	0	0	0	0	0	0	0	22	68
sim.220.341	none	132	44	79	33	31	77	23	82	63	0	0	0	0	0
sim.221.341	none	0	0	0	0	0	0	0	0	0	6	181	43	45	36
sim.222.341	none	8	37	180	58	59	73	114	169	10	0	0	0	0	0
sim.223.341	none	69	12	80	88	209	149	151	43	36	0	0	0	0	0
sim.224.341	none	0	0	0	0	0	0	0	0	0	11	81	64	296	189
sim.225.341	none	0	0	0	0	0	0	0	0	0	0	0	133	0	0
sim.226.341	none	0	0	0	0	0	0	0	0	0	41	65	27	125	110
sim.227.341	none	0	0	0	0	0	0	0	0	0	16	0	0	222	46
sim.228.341	none	28	26	5	0	47	24	28	207	48	0	0	0	0	0
sim.229.341	none	0	0	0	0	0	0	0	0	0	0	0	7	2	2
sim.23.341	none	151	78	389	126	144	195	268	267	270	0	0	0	0	0
sim.230.341	none	0	0	0	0	0	0	0	0	0	91	60	92	1	0
sim.231.341	none	45	51	0	0	0	0	0	0	0	0	0	0	0	0
sim.232.341	none	0	0	0	0	0	0	0	0	0	15	6	122	31	17
sim.233.341	none	41	31	3	0	25	32	0	13	13	0	0	0	0	0
sim.234.341	none	42	118	310	270	220	109	73	337	176	0	0	0	0	0
sim.235.341	none	68	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.236.341	none	0	16	14	15	0	0	19	19	7	0	0	0	0	0
sim.237.341	none	0	0	0	0	0	0	0	0	0	0	18	0	0	0
sim.238.341	none	0	0	0	0	0	0	0	0	0	18	33	23	40	33
sim.239.341	none	41	18	30	0	64	67	65	13	31	0	0	0	0	0
sim.24.341	none	0	0	0	0	0	0	0	0	0	203	218	723	243	346
sim.240.341	none	0	0	0	0	0	0	0	0	0	0	0	0	0	17
sim.241.341	none	0	0	0	0	0	0	0	0	0	0	0	0	47	13
sim.242.341	none	0	0	0	0	0	0	0	0	0	283	67	46	21	18
sim.243.341	none	0	0	12	32	0	9	0	83	36	0	0	0	0	0
sim.244.341	none	75	1	22	130	16	22	38	68	32	0	0	0	0	0
sim.245.341	none	0	0	0	0	0	0	0	0	0	23	0	144	157	168
sim.246.341	none	0	0	0	0	0	0	0	0	0	108	113	123	8	65
sim.247.341	none	0	0	0	0	0	0	0	0	0	0	0	10	19	180
sim.248.341	none	0	0	0	0	0	0	0	0	0	203	64	50	0	9
sim.249.341	none	20	9	8	21	5	24	25	43	1	0	0	0	0	0
sim.25.341	none	0	0	0	0	0	0	0	0	0	174	8	0	0	19
sim.250.341	none	0	0	0	5	0	0	6	29	1	0	0	0	0	0
sim.251.341	none	122	36	0	0	10	4	0	0	0	0	0	0	0	0
sim.252.341	none	45	58	42	116	146	259	237	100	95	0	0	0	0	0
sim.253.341	none	0	0	0	0	0	0	0	0	0	0	0	21	13	16
sim.254.341	none	0	0	110	124	113	79	48	46	31	0	0	0	0	0
sim.255.341	none	145	163	238	177	99	97	167	566	418	0	0	0	0	0
sim.256.341	none	0	0	27	121	169	136	71	31	31	0	0	0	0	0
sim.257.341	none	0	0	0	0	0	0	0	0	0	61	42	17	4	29
sim.258.341	none	0	0	0	0	0	0	0	0	0	0	127	0	0	0
sim.259.341	none	0	0	0	0	0	0	0	0	0	231	310	62	181	412
sim.26.341	none	31	101	37	11	158	72	92	65	33	0	0	0	0	0
sim.260.341	none	0	0	0	0	0	0	0	0	0	25	18	0	0	0
sim.261.341	none	0	0	0	83	20	44	0	0	0	0	0	0	0	0
sim.262.341	none	0	106	0	0	0	0	0	0	0	0	0	0	0	0
sim.263.341	none	78	65	3	32	27	57	12	67	56	0	0	0	0	0
sim.264.341	none	56	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.265.341	none	0	0	0	0	0	0	0	0	0	68	225	46	13	112
sim.266.341	none	0	0	48	0	24	18	37	96	18	0	0	0	0	0
sim.267.341	none	0	0	0	0	0	0	0	0	0	0	0	260	28	18
sim.268.341	none	35	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.269.341	none	14	2	36	56	58	48	123	96	96	0	0	0	0	0
sim.27.341	none	0	0	5	10	26	3	0	79	116	0	0	0	0	0
sim.270.341	none	0	0	0	0	0	0	0	0	0	9	55	28	109	88
sim.271.341	none	12	0	349	91	332	285	104	178	283	0	0	0	0	0
sim.272.341	none	22	70	18	70	79	56	46	0	7	0	0	0	0	0
sim.273.341	none	0	0	0	0	0	0	0	0	0	0	139	49	75	56
sim.274.341	none	0	0	0	0	0	0	0	0	0	10	0	0	0	0
sim.275.341	none	0	0	0	0	0	0	0	0	0	0	63	0	0	0
sim.276.341	none	0	0	0	0	0	0	0	0	0	0	0	12	21	20
sim.277.341	none	0	0	0	0	0	0	0	0	0	0	0	127	4	49
sim.278.341	none	312	219	495	393	391	545	402	434	354	0	0	0	0	0
sim.279.341	none	0	0	0	0	0	0	0	0	0	53	27	79	113	7
sim.28.341	none	44	137	43	46	209	273	141	165	93	0	0	0	0	0
sim.280.341	none	0	0	0	0	0	0	0	0	0	89	182	131	55	21
sim.281.341	none	0	0	0	0	0	0	0	0	0	21	36	232	157	114
sim.282.341	none	0	64	0	0	0	0	0	0	0	0	0	0	0	0
sim.283.341	none	0	28	0	0	0	0	0	0	0	0	0	0	0	0
sim.284.341	none	5	0	30	54	11	15	169	193	161	0	0	0	0	0
sim.285.341	none	0	0	0	0	0	0	0	0	0	573	195	313	326	431
sim.286.341	none	59	31	0	0	0	0	0	0	34	0	0	0	0	0
sim.287.341	none	0	0	0	0	0	0	0	0	0	27	25	87	202	92
sim.288.341	none	114	90	101	67	19	109	46	0	0	15	18	0	47	2
sim.289.341	none	0	0	0	0	0	0	0	0	0	0	42	67	0	6
sim.29.341	none	0	0	0	0	0	0	0	0	0	0	21	0	0	0
sim.290.341	none	0	0	0	0	0	0	0	0	0	0	0	33	38	66
sim.291.341	none	0	12	0	0	0	0	0	0	0	0	0	0	0	0
sim.292.341	none	0	0	0	0	0	0	0	0	0	183	21	0	0	0
sim.293.341	none	34	89	207	108	64	60	122	110	130	0	0	0	0	0
sim.294.341	none	0	0	0	0	0	0	0	0	0	140	113	9	65	1
sim.295.341	none	84	102	118	107	67	91	80	33	25	0	0	0	0	0
sim.296.341	none	154	75	61	123	104	142	135	92	149	0	0	0	0	0
sim.297.341	none	0	0	0	0	0	0	0	0	0	0	0	51	86	42
sim.298.341	none	0	0	0	0	0	0	0	0	0	0	0	51	34	50
sim.299.341	none	0	0	0	0	0	0	0	0	0	28	55	54	58	52
sim.3.341	none	6	56	13	0	13	44	58	0	0	0	0	0	0	0
sim.30.341	none	126	27	44	66	172	47	135	58	54	0	0	0	0	0
sim.300.341	none	109	67	76	87	34	36	96	106	110	0	0	0	0	0
sim.301.341	none	0	0	0	0	0	0	0	0	0	137	66	123	0	0
sim.302.341	none	0	0	0	0	0	0	0	0	0	11	0	210	139	150
sim.303.341	none	0	0	47	27	12	2	3	170	147	0	0	0	0	0
sim.304.341	none	0	0	0	0	0	0	0	0	0	0	0	19	0	0
sim.305.341	none	0	0	0	0	0	0	0	0	0	0	81	130	26	21
sim.306.341	none	0	0	0	0	0	0	0	0	0	32	45	0	0	0
sim.307.341	none	0	0	0	0	0	0	0	0	0	94	25	104	2	7
sim.308.341	none	0	0	0	0	0	0	0	0	0	0	0	149	271	200
sim.309.341	none	19	36	41	9	51	50	26	230	190	0	0	0	0	0
sim.31.341	none	37	97	138	295	65	94	116	69	100	0	0	0	0	0
sim.310.341	none	0	0	0	0	0	0	0	0	0	158	66	169	78	102
sim.311.341	none	0	0	0	0	0	0	0	0	0	0	64	206	14	85
sim.312.341	none	27	0	0	18	21	41	20	4	25	0	0	0	0	0
sim.313.341	none	0	0	0	88	50	47	69	0	32	0	0	0	0	0
sim.314.341	none	16	139	49	59	67	44	33	127	39	0	0	0	0	0
sim.315.341	none	2	50	0	0	0	0	0	0	0	0	0	0	0	0
sim.316.341	none	12	25	0	0	0	0	0	0	0	0	0	0	0	0
sim.317.341	none	12	88	0	0	0	0	0	0	0	0	0	0	0	0
sim.318.341	none	0	0	0	0	0	0	0	0	0	355	137	157	312	104
sim.319.341	none	0	0	0	0	0	0	0	0	0	51	57	8	31	28
sim.32.341	none	0	0	0	0	0	0	0	0	0	111	0	0	0	0
sim.320.341	none	0	0	0	0	0	0	0	0	0	318	167	188	111	41
sim.321.341	none	8	0	3	6	0	0	0	0	0	0	0	0	0	0
sim.322.341	none	0	0	0	0	0	0	0	0	0	0	0	27	15	93
sim.323.341	none	169	47	38	33	0	0	34	71	67	0	0	0	0	0
sim.324.341	none	25	45	60	0	0	0	0	22	19	0	0	0	0	0
sim.325.341	none	0	0	0	0	0	0	0	0	0	237	263	186	168	215
sim.326.341	none	0	0	0	0	0	0	0	0	0	171	273	243	91	136
sim.327.341	none	82	171	124	75	97	117	72	39	0	0	0	0	0	0
sim.328.341	none	49	19	19	52	202	184	110	1	7	0	0	0	0	0
sim.329.341	none	0	0	0	0	0	0	0	0	0	39	0	0	0	0
sim.33.341	none	51	42	0	0	0	0	0	0	0	0	0	0	0	0
sim.330.341	none	32	117	130	35	23	44	79	72	50	0	0	0	0	0
sim.331.341	none	0	0	73	28	101	36	99	75	153	0	0	0	0	0
sim.332.341	none	11	16	170	97	57	36	32	322	321	0	0	0	0	0
sim.333.341	none	0	0	0	0	0	0	0	0	0	157	1	40	7	55
sim.334.341	none	0	4	10	22	0	17	12	0	0	0	0	0	0	0
sim.335.341	none	0	0	0	0	0	0	0	0	0	4	7	0	33	36
sim.336.341	none	0	0	0	0	0	0	0	0	0	63	54	0	0	0
sim.337.341	none	0	0	0	0	0	0	0	0	0	197	372	468	404	439
sim.338.341	none	0	0	0	0	0	0	0	0	0	160	60	0	0	0
sim.339.341	none	0	6	78	17	50	96	29	30	62	0	0	0	0	0
sim.34.341	none	0	0	0	0	0	0	0	0	0	63	0	0	0	0
sim.340.341	none	0	0	0	0	0	0	0	0	0	0	0	119	29	41
sim.341	none.341	0	0	0	0	0	0	0	0	0	0	0	230	68	24
sim.342.341	none	0	0	0	0	0	0	0	0	0	0	0	17	37	0
sim.343.341	none	0	0	0	0	0	0	0	0	0	0	66	0	0	0
sim.344.341	none	101	27	0	54	16	6	3	25	49	0	0	0	0	0
sim.345.341	none	0	0	0	0	0	0	0	0	0	0	0	0	17	0
sim.346.341	none	0	0	0	0	0	0	0	0	0	0	106	15	1	7
sim.347.341	none	158	265	181	349	231	261	265	328	260	0	0	0	0	0
sim.348.341	none	23	97	143	78	126	107	286	69	76	0	0	0	0	0
sim.349.341	none	0	0	0	0	0	0	0	0	0	44	177	0	0	0
sim.35.341	none	0	0	0	0	0	0	0	0	0	91	68	0	3	13
sim.350.341	none	38	51	42	56	49	54	52	90	58	0	0	0	0	0
sim.351.341	none	0	0	0	0	0	0	0	0	0	488	82	223	54	48
sim.352.341	none	35	18	120	19	27	3	0	89	32	0	0	0	0	0
sim.353.341	none	0	0	0	0	0	0	0	0	0	112	0	6	0	0
sim.354.341	none	0	0	0	0	0	0	0	0	0	13	30	159	89	103
sim.355.341	none	0	0	0	0	0	0	0	0	0	153	50	50	129	160
sim.356.341	none	0	0	0	0	0	0	0	0	0	56	16	27	53	31
sim.357.341	none	0	0	0	0	0	0	0	0	0	0	0	17	19	64
sim.358.341	none	0	0	0	0	0	0	0	0	0	10	0	23	90	152
sim.359.341	none	0	0	0	0	0	0	0	0	0	0	18	70	180	210
sim.36.341	none	24	20	10	29	133	160	112	60	53	0	0	0	0	0
sim.360.341	none	42	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.361.341	none	0	0	0	0	0	0	0	0	0	245	162	84	75	134
sim.362.341	none	23	34	0	0	0	0	0	0	0	0	0	0	0	0
sim.363.341	none	0	0	0	0	0	0	0	0	0	142	159	168	56	53
sim.364.341	none	0	0	0	0	0	0	0	0	0	269	92	63	67	95
sim.365.341	none	85	28	56	6	43	66	33	18	2	0	0	0	0	0
sim.366.341	none	0	0	5	0	0	0	0	0	0	0	0	0	0	0
sim.367.341	none	0	0	0	0	0	0	0	0	0	0	0	191	100	28
sim.368.341	none	61	104	0	0	0	0	0	0	0	0	0	0	0	0
sim.369.341	none	0	0	0	0	0	0	0	0	0	30	11	0	0	0
sim.37.341	none	209	171	124	70	158	106	234	24	56	0	0	0	0	0
sim.370.341	none	0	0	0	0	0	0	0	0	0	0	33	0	0	0
sim.371.341	none	118	110	31	40	38	24	49	83	61	0	0	0	0	0
sim.372.341	none	118	48	13	78	75	72	105	20	18	0	0	0	0	0
sim.373.341	none	32	12	84	32	11	10	42	0	0	0	0	0	0	0
sim.374.341	none	0	0	0	0	0	0	0	0	0	29	48	64	292	278
sim.375.341	none	0	0	0	0	0	0	0	0	0	0	0	160	56	150
sim.376.341	none	0	0	0	0	0	0	0	0	0	38	0	0	0	0
sim.377.341	none	4	0	78	163	144	71	135	75	127	0	0	0	0	0
sim.378.341	none	0	0	0	0	0	0	0	0	0	13	0	0	0	0
sim.379.341	none	0	0	0	0	0	0	0	0	0	7	28	244	130	127
sim.38.341	none	0	0	0	0	0	0	0	0	0	31	181	0	0	0
sim.380.341	none	0	0	0	0	0	0	0	0	0	48	23	455	380	487
sim.381.341	none	0	0	20	3	134	141	71	155	88	0	0	0	0	0
sim.382.341	none	0	0	0	0	0	0	0	0	0	234	171	142	438	433
sim.383.341	none	212	95	49	144	98	66	108	98	194	0	0	0	0	0
sim.384.341	none	0	0	0	0	0	0	0	0	0	0	24	19	0	0
sim.385.341	none	0	0	0	0	0	0	0	0	0	53	162	27	124	159
sim.386.341	none	0	0	0	22	0	0	0	0	10	0	0	0	0	0
sim.387.341	none	0	94	34	0	53	10	54	16	70	0	0	0	0	0
sim.388.341	none	0	0	0	0	0	0	0	0	0	133	8	0	32	37
sim.389.341	none	0	0	56	80	22	19	66	65	120	0	0	0	0	0
sim.39.341	none	128	69	196	210	59	140	107	143	189	0	0	0	0	0
sim.390.341	none	0	0	0	0	0	0	0	0	0	0	0	27	5	20
sim.391.341	none	43	53	110	264	73	66	265	61	41	0	0	0	0	0
sim.392.341	none	0	0	0	0	0	0	0	0	19	160	119	2	77	72
sim.393.341	none	0	0	0	0	0	0	0	0	0	0	0	0	0	70
sim.394.341	none	0	8	163	54	162	178	141	340	376	0	0	0	0	0
sim.395.341	none	0	0	0	0	0	0	0	54	30	0	0	0	0	0
sim.396.341	none	0	0	0	0	0	0	0	0	0	7	117	0	0	0
sim.397.341	none	112	98	122	53	89	140	72	139	133	0	0	0	0	0
sim.398.341	none	152	191	202	138	84	198	88	68	118	0	0	0	0	0
sim.399.341	none	0	0	0	0	0	0	0	0	0	0	32	0	10	31
sim.4.341	none	0	0	0	0	0	0	0	0	0	115	77	0	0	0
sim.40.341	none	0	0	0	0	0	0	0	0	0	274	297	0	0	0
sim.400.341	none	0	0	0	0	0	0	0	0	0	0	0	12	42	20
sim.401.341	none	0	0	0	0	0	0	0	0	0	0	0	31	297	214
sim.402.341	none	0	0	0	0	0	0	0	0	0	33	28	369	330	324
sim.403.341	none	47	11	29	175	100	75	81	144	167	0	0	0	0	0
sim.404.341	none	0	0	0	0	0	0	0	0	0	61	299	341	88	121
sim.405.341	none	14	0	90	81	27	49	78	75	131	0	0	0	0	0
sim.406.341	none	0	0	0	0	0	0	0	0	0	120	2	57	34	225
sim.407.341	none	0	27	55	25	17	7	13	66	21	0	0	0	0	0
sim.408.341	none	0	0	0	0	0	0	0	0	0	96	108	0	0	0
sim.409.341	none	0	0	0	0	0	0	0	0	0	231	278	121	59	64
sim.41.341	none	0	0	0	0	0	0	0	0	0	58	91	123	43	6
sim.410.341	none	0	0	0	0	0	0	0	0	0	0	0	0	49	14
sim.411.341	none	0	0	0	0	0	0	0	0	0	210	261	293	122	221
sim.412.341	none	242	196	245	108	34	49	60	66	35	0	0	0	0	0
sim.413.341	none	0	0	0	0	0	0	0	0	0	70	90	0	0	0
sim.414.341	none	79	15	29	33	73	60	0	79	76	0	0	0	0	0
sim.415.341	none	0	0	0	0	0	0	0	0	0	0	0	33	21	0
sim.416.341	none	208	130	206	115	55	79	75	156	121	0	0	0	0	0
sim.417.341	none	0	0	0	0	0	0	0	0	0	22	59	38	11	4
sim.418.341	none	0	0	0	0	0	0	0	0	0	43	18	177	150	301
sim.419.341	none	0	0	0	0	0	0	0	0	0	95	186	172	152	134
sim.42.341	none	0	0	0	0	0	0	0	0	0	48	24	0	0	0
sim.420.341	none	0	0	0	0	0	0	0	0	0	0	0	0	34	0
sim.421.341	none	0	0	0	0	0	0	0	0	0	128	36	0	0	0
sim.422.341	none	0	0	3	0	24	7	0	0	0	0	0	0	0	0
sim.423.341	none	0	15	0	0	0	0	0	0	0	0	0	0	0	0
sim.424.341	none	311	514	0	94	13	33	40	0	0	0	0	0	0	0
sim.425.341	none	138	96	28	57	15	5	23	40	85	0	0	0	0	0
sim.426.341	none	0	0	0	0	0	0	0	0	0	11	36	0	0	0
sim.427.341	none	124	117	0	33	0	0	0	0	0	0	0	0	0	0
sim.428.341	none	0	0	108	20	8	51	7	12	0	0	0	0	0	0
sim.429.341	none	0	0	0	0	0	0	0	0	0	0	0	25	35	48
sim.43.341	none	107	47	23	19	36	68	19	111	138	0	0	0	0	0
sim.430.341	none	0	0	0	0	0	0	0	0	0	73	64	0	0	0
sim.431.341	none	0	0	0	0	0	0	0	0	0	139	43	69	101	314
sim.432.341	none	102	172	0	0	0	0	0	0	0	0	0	0	0	0
sim.433.341	none	237	225	148	128	59	80	86	42	105	0	0	0	0	0
sim.434.341	none	33	0	0	0	0	0	0	0	0	0	0	0	0	0
