OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.285.114	none	16	16	20	12	36	23	34	35	37	0	0	0	0	0
sim.286.114	none	136	114	143	92	97	85	81	43	15	0	0	0	0	0
sim.287.114	none	22	34	15	40	4	10	23	7	20	0	0	0	0	0
sim.288.114	none	0	0	0	0	0	0	0	0	0	7	40	0	0	0
sim.289.114	none	73	8	28	39	40	48	51	27	26	0	0	24	0	0
sim.29.114	none	2	0	11	0	24	48	11	1	11	0	0	0	0	0
sim.290.114	none	0	8	0	0	0	0	0	7	12	0	0	0	0	0
sim.291.114	none	57	33	15	0	11	9	13	21	28	0	0	0	0	0
sim.292.114	none	0	0	0	0	0	0	0	0	0	19	31	43	55	29
sim.293.114	none	0	0	0	0	0	0	0	0	0	15	17	99	48	54
sim.294.114	none	0	0	0	0	0	0	0	0	0	22	78	0	0	0
sim.295.114	none	0	0	0	0	0	0	0	0	0	0	0	80	56	12
sim.296.114	none	9	21	0	0	0	0	0	0	0	0	0	0	0	0
sim.297.114	none	0	0	3	0	0	1	6	8	11	0	0	0	0	0
sim.298.114	none	4	0	10	13	9	25	9	2	10	0	0	0	0	0
sim.299.114	none	0	0	0	0	0	0	0	0	0	11	13	56	14	1
sim.3.114	none	0	0	16	0	6	20	13	5	0	0	1	0	0	0
sim.30.114	none	0	0	0	0	0	0	0	0	0	0	0	8	0	32
sim.300.114	none	0	0	0	0	0	0	0	0	0	25	22	0	7	8
sim.301.114	none	21	6	0	0	0	0	0	0	0	0	0	0	0	0
sim.302.114	none	0	0	0	0	0	0	0	0	0	12	5	4	0	0
sim.303.114	none	48	82	40	20	84	78	49	48	102	0	0	0	0	0
sim.304.114	none	75	83	9	27	5	4	7	32	41	0	0	0	0	0
sim.305.114	none	0	0	0	0	0	0	0	0	0	0	0	25	14	6
sim.306.114	none	0	0	0	0	0	0	0	0	0	29	0	0	0	0
sim.307.114	none	15	29	23	23	64	30	18	46	20	0	0	0	0	0
sim.308.114	none	3	2	6	1	0	0	0	9	3	0	0	0	0	0
sim.309.114	none	0	0	0	0	0	0	0	0	0	55	65	8	0	0
sim.31.114	none	0	0	0	0	0	0	0	0	0	28	6	0	4	24
sim.310.114	none	53	27	8	6	0	0	0	6	0	0	0	0	0	0
sim.311.114	none	0	0	0	0	0	0	0	0	0	14	61	44	12	28
sim.312.114	none	0	0	46	34	86	64	55	5	16	0	0	0	0	0
sim.313.114	none	9	7	0	0	0	0	0	1	13	0	0	0	0	0
sim.314.114	none	0	3	17	73	33	29	38	24	19	0	0	0	0	0
sim.315.114	none	43	27	0	0	0	0	0	0	0	0	0	0	0	0
sim.316.114	none	0	0	0	0	0	0	0	0	0	66	47	25	36	21
sim.317.114	none	38	62	47	19	28	27	12	32	32	0	0	0	0	0
sim.318.114	none	0	0	35	9	33	45	32	33	31	0	0	0	0	0
sim.319.114	none	0	0	0	23	17	5	2	5	0	0	0	0	0	0
sim.32.114	none	0	0	0	0	0	0	0	0	0	0	0	27	3	3
sim.320.114	none	1	2	16	64	78	64	30	23	20	0	0	0	0	0
sim.321.114	none	9	16	19	72	16	31	17	51	41	0	0	0	0	0
sim.322.114	none	0	0	0	0	0	0	0	0	0	0	0	6	20	0
sim.323.114	none	0	0	0	0	0	0	0	0	0	9	0	0	0	0
sim.324.114	none	0	0	8	11	36	17	23	15	6	0	0	0	0	0
sim.325.114	none	8	4	0	0	0	0	0	1	9	0	0	0	0	0
sim.326.114	none	50	29	2	17	5	1	14	0	0	0	0	0	0	0
sim.327.114	none	0	0	0	0	0	0	0	0	0	0	0	22	6	23
sim.328.114	none	25	53	68	21	19	19	27	14	33	0	0	0	0	0
sim.329.114	none	53	25	70	33	52	35	39	39	94	0	0	0	0	0
sim.33.114	none	0	0	0	0	0	0	0	0	0	0	22	1	0	0
sim.330.114	none	19	26	50	47	78	100	47	93	86	0	0	0	0	0
sim.331.114	none	77	71	129	48	92	51	66	107	74	0	0	0	0	0
sim.332.114	none	0	0	0	0	0	0	0	0	0	82	120	0	37	5
sim.333.114	none	77	75	20	20	52	40	23	73	61	0	0	0	0	0
sim.334.114	none	0	0	0	0	0	0	0	0	0	30	45	0	20	3
sim.335.114	none	10	53	61	60	41	47	107	91	92	0	0	0	0	0
sim.336.114	none	0	0	0	0	0	0	0	0	0	17	0	0	0	0
sim.337.114	none	0	0	0	0	0	0	0	0	0	151	144	52	75	50
sim.338.114	none	17	7	2	10	0	0	4	7	4	0	0	0	0	0
sim.339.114	none	0	0	0	0	0	0	0	0	0	23	26	85	52	24
sim.34.114	none	0	0	0	0	0	0	0	0	0	58	0	0	0	0
sim.340.114	none	12	0	0	13	1	2	0	11	19	0	0	0	0	0
sim.341.114	none	0	0	0	0	0	0	0	0	0	0	7	35	26	100
sim.342.114	none	50	57	40	47	68	77	60	130	102	0	0	0	0	0
sim.343.114	none	82	19	39	5	32	40	15	32	29	0	0	0	0	0
sim.344.114	none	0	0	18	9	6	2	5	40	62	0	0	0	0	0
sim.345.114	none	0	0	0	0	0	0	0	0	0	44	40	0	0	0
sim.346.114	none	0	0	0	0	0	0	0	0	0	12	21	18	39	87
sim.347.114	none	0	0	0	0	0	0	0	0	0	0	0	0	36	10
sim.348.114	none	0	0	0	0	0	0	0	0	0	10	0	1	32	9
sim.349.114	none	0	0	0	0	0	0	0	0	0	10	5	30	85	96
sim.35.114	none	0	0	0	0	0	0	0	0	0	75	85	39	73	33
sim.350.114	none	7	0	15	1	1	3	0	0	0	0	0	0	0	0
sim.351.114	none	0	0	0	0	0	0	0	0	0	13	48	0	0	0
sim.352.114	none	0	0	0	0	0	0	0	0	0	60	4	121	161	182
sim.353.114	none	0	0	0	0	0	0	0	0	0	0	0	52	13	39
sim.354.114	none	0	0	0	0	0	0	0	0	0	2	58	18	9	7
sim.355.114	none	0	0	0	0	0	0	0	0	0	59	44	56	41	24
sim.356.114	none	72	20	6	30	8	33	24	84	72	0	0	0	0	0
sim.357.114	none	7	3	17	21	19	16	26	15	17	0	0	0	0	0
sim.358.114	none	0	0	0	0	0	0	0	0	0	5	39	23	65	54
sim.359.114	none	0	0	0	0	0	0	0	0	0	49	52	0	0	0
sim.36.114	none	0	0	0	0	0	0	0	0	0	11	7	0	0	0
sim.360.114	none	21	50	58	11	20	8	26	44	49	0	0	0	0	0
sim.361.114	none	0	0	0	0	0	0	0	0	0	4	13	28	0	0
sim.362.114	none	0	0	0	0	0	0	0	0	0	0	2	3	47	38
sim.363.114	none	0	0	0	0	0	0	0	0	0	23	5	10	31	12
sim.364.114	none	49	31	0	4	33	8	3	0	0	0	0	0	0	0
sim.365.114	none	71	68	86	89	140	127	135	69	82	0	0	0	0	0
sim.366.114	none	31	40	11	19	42	31	28	36	60	0	0	0	0	0
sim.367.114	none	15	15	17	3	38	36	28	39	21	0	0	0	0	0
sim.368.114	none	68	57	60	22	8	15	37	6	14	0	0	0	0	0
sim.369.114	none	69	79	16	13	114	109	69	42	33	0	0	0	0	0
sim.37.114	none	0	0	0	0	0	0	0	0	0	63	53	2	23	23
sim.370.114	none	0	0	0	0	0	0	0	0	0	0	7	0	2	7
sim.371.114	none	0	0	0	0	0	0	0	0	0	5	0	0	0	0
sim.372.114	none	0	0	83	22	17	9	44	27	47	0	0	0	0	0
sim.373.114	none	32	7	10	0	13	7	7	39	51	0	0	0	0	0
sim.374.114	none	0	0	31	6	17	16	21	24	13	0	0	0	0	0
sim.375.114	none	0	0	0	0	0	0	0	0	0	23	5	41	44	14
sim.376.114	none	10	8	10	20	15	13	37	37	44	0	0	0	0	0
sim.377.114	none	0	0	0	0	0	0	0	0	0	4	9	10	10	6
sim.378.114	none	0	0	0	0	0	0	0	0	0	10	17	0	0	0
sim.379.114	none	0	0	0	0	0	0	0	0	0	0	0	0	24	18
sim.38.114	none	0	0	0	0	0	0	0	0	0	78	43	14	3	10
sim.380.114	none	0	0	21	46	38	21	41	53	55	0	0	0	0	0
sim.381.114	none	6	1	3	11	21	33	3	35	10	0	0	0	0	0
sim.382.114	none	0	0	0	0	0	0	0	0	0	71	9	0	13	22
sim.383.114	none	27	16	16	2	1	0	13	13	10	0	0	0	0	0
sim.384.114	none	0	0	0	0	0	0	0	0	0	21	61	3	13	25
sim.385.114	none	41	73	44	31	18	1	52	12	8	0	0	0	0	0
sim.386.114	none	0	0	0	0	0	0	0	0	0	2	24	29	39	33
sim.387.114	none	0	0	0	0	0	0	0	0	0	2	26	0	0	0
sim.388.114	none	0	0	0	0	0	0	0	0	0	14	10	0	0	0
sim.389.114	none	0	0	0	0	0	0	0	0	0	142	58	26	73	34
sim.39.114	none	6	14	0	0	0	0	0	0	0	0	0	0	0	0
sim.390.114	none	0	0	0	13	0	0	2	0	1	0	0	0	0	0
sim.391.114	none	22	36	22	23	44	43	35	43	35	0	0	0	0	0
sim.392.114	none	0	0	0	0	0	0	0	0	0	21	38	0	22	67
sim.393.114	none	87	63	160	157	130	150	149	131	140	0	0	0	0	0
sim.394.114	none	21	6	0	8	23	33	3	10	3	0	0	0	0	0
sim.395.114	none	0	0	0	0	0	0	0	0	0	0	0	25	43	30
sim.396.114	none	0	0	0	0	5	2	14	6	11	0	0	0	0	0
sim.397.114	none	0	0	0	0	0	0	0	0	0	6	0	17	0	14
sim.398.114	none	0	0	0	0	0	0	0	0	0	62	33	36	14	22
sim.399.114	none	15	8	5	14	2	4	7	0	0	0	0	0	0	0
sim.4.114	none	0	0	16	25	19	9	2	3	10	0	0	0	0	0
sim.40.114	none	0	0	60	12	2	0	4	15	20	0	0	0	0	0
sim.400.114	none	0	0	0	0	0	0	0	0	0	0	0	26	7	24
sim.401.114	none	41	27	18	35	47	16	64	7	2	0	0	0	0	0
sim.402.114	none	0	0	10	0	4	0	7	10	0	103	66	20	56	52
sim.403.114	none	0	0	0	0	0	0	0	0	0	15	1	0	0	0
sim.404.114	none	12	15	12	0	4	2	10	23	0	0	0	0	0	0
sim.405.114	none	15	18	18	42	37	20	33	31	46	0	0	0	0	0
sim.406.114	none	0	0	0	0	0	0	0	0	0	58	0	0	0	0
sim.407.114	none	0	8	13	10	0	11	8	3	0	0	0	0	0	0
sim.408.114	none	0	0	0	0	0	0	0	0	0	18	0	0	0	0
sim.409.114	none	0	7	0	0	0	0	0	0	0	0	0	0	0	0
sim.41.114	none	0	0	0	0	0	0	0	0	0	14	5	60	0	14
sim.410.114	none	0	0	0	0	0	0	0	0	0	42	41	0	4	11
sim.411.114	none	0	0	26	28	64	40	37	20	29	0	0	0	0	0
sim.412.114	none	0	0	0	0	0	0	0	0	0	9	49	0	56	17
sim.413.114	none	34	52	61	42	14	31	6	31	17	0	0	0	0	0
sim.414.114	none	136	125	113	87	157	159	167	87	45	0	0	0	0	0
sim.415.114	none	11	93	70	54	15	27	24	54	15	0	0	0	0	0
sim.416.114	none	7	22	49	7	11	17	21	27	33	0	0	0	0	0
sim.417.114	none	53	80	17	71	63	58	74	25	0	0	0	0	0	0
sim.418.114	none	8	47	41	28	35	27	28	13	4	0	0	0	0	0
sim.419.114	none	0	0	0	0	0	0	0	0	0	39	0	0	0	0
sim.42.114	none	0	0	0	0	0	0	0	0	0	0	0	19	0	0
sim.420.114	none	0	0	0	0	0	0	0	0	0	56	50	89	90	103
sim.421.114	none	0	0	0	0	0	0	0	0	0	69	92	61	40	63
sim.422.114	none	30	4	0	0	0	1	0	3	5	0	0	0	0	0
sim.423.114	none	0	0	7	1	2	2	0	4	9	0	0	0	0	0
sim.424.114	none	0	0	0	0	0	0	0	0	0	0	0	21	48	74
sim.425.114	none	0	0	0	0	0	0	0	0	0	2	5	0	0	0
sim.426.114	none	0	0	0	0	0	0	0	0	0	32	8	19	6	0
sim.427.114	none	38	5	0	0	0	0	0	6	7	0	0	0	0	0
sim.428.114	none	77	52	83	127	78	72	34	33	87	0	0	0	0	0
sim.429.114	none	0	0	0	4	26	23	1	0	4	0	0	0	0	0
sim.43.114	none	0	0	0	0	11	10	0	15	32	0	0	0	0	0
sim.430.114	none	0	0	0	0	0	0	0	0	0	0	14	75	0	2
sim.431.114	none	0	0	0	0	0	0	0	0	0	0	0	11	11	3
sim.432.114	none	0	0	0	0	0	0	0	0	0	86	173	54	141	84
sim.433.114	none	0	0	33	23	36	26	11	0	0	0	0	0	0	0
sim.434.114	none	15	0	11	14	15	6	12	21	62	0	0	0	0	0
