OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.135.057	none	16	14	10	9	12	17	21	9	15	0	0	0	0	0
sim.136.057	none	0	0	0	0	0	0	0	0	0	17	2	0	0	0
sim.137.057	none	17	23	0	13	1	2	0	22	18	0	0	0	0	0
sim.138.057	none	0	0	0	0	0	0	0	0	0	0	0	19	0	0
sim.139.057	none	0	0	0	0	0	0	0	0	0	0	0	10	21	32
sim.14.057	none	0	0	0	0	0	0	0	0	0	0	0	0	6	10
sim.140.057	none	6	4	26	1	13	19	19	35	68	0	0	0	0	0
sim.141.057	none	2	2	0	0	0	0	0	0	0	0	0	0	0	0
sim.142.057	none	0	0	0	0	0	0	0	0	0	1	0	11	5	0
sim.143.057	none	0	0	0	2	2	1	1	4	1	0	0	0	0	0
sim.144.057	none	0	0	0	0	0	0	0	0	0	1	0	0	18	3
sim.145.057	none	0	0	0	0	0	0	0	0	0	0	9	1	41	30
sim.146.057	none	0	0	0	0	0	0	0	0	0	22	23	0	9	0
sim.147.057	none	0	0	0	0	0	0	0	0	0	0	0	5	32	14
sim.148.057	none	35	67	20	32	11	13	13	25	33	0	0	0	0	0
sim.149.057	none	0	0	0	0	0	0	0	0	0	8	0	0	0	0
sim.15.057	none	0	2	11	39	17	24	14	18	35	0	0	0	0	0
sim.150.057	none	23	9	10	2	5	2	3	5	13	0	0	0	0	0
sim.151.057	none	0	0	0	0	0	0	0	0	0	9	1	11	12	10
sim.152.057	none	7	24	17	11	7	5	4	17	30	0	0	0	0	0
sim.153.057	none	0	0	0	0	0	0	0	0	0	15	0	0	4	12
sim.154.057	none	0	0	0	0	0	0	0	0	0	39	38	0	1	0
sim.155.057	none	7	0	8	2	15	13	4	22	3	0	0	0	0	0
sim.156.057	none	0	0	0	0	0	0	0	0	0	38	15	4	20	30
sim.157.057	none	22	22	0	0	0	0	0	0	0	1	16	0	0	0
sim.158.057	none	3	1	1	0	3	1	1	0	0	0	0	0	0	0
sim.159.057	none	0	0	0	0	0	0	0	0	0	36	17	5	24	18
sim.16.057	none	0	0	0	0	0	0	0	0	0	8	6	1	9	4
sim.160.057	none	16	7	12	18	19	11	17	17	26	0	0	0	0	0
sim.161.057	none	15	22	0	0	0	0	0	9	5	0	0	0	0	0
sim.162.057	none	0	0	0	0	0	0	0	0	0	2	18	37	21	23
sim.163.057	none	0	0	0	0	0	0	0	0	0	0	0	20	25	22
sim.164.057	none	20	7	3	2	2	1	7	23	8	0	0	0	0	0
sim.165.057	none	0	0	0	0	0	0	0	0	0	0	0	0	7	12
sim.166.057	none	21	7	29	0	4	2	6	18	8	0	0	0	0	0
sim.167.057	none	1	4	0	0	0	0	0	2	0	0	0	0	0	0
sim.168.057	none	1	0	5	0	9	12	14	16	24	0	0	0	0	0
sim.169.057	none	0	0	0	0	0	0	0	0	0	11	3	0	0	0
sim.17.057	none	0	0	0	0	0	0	0	0	0	0	0	15	1	13
sim.170.057	none	0	0	0	0	0	0	0	0	0	7	41	26	13	22
sim.171.057	none	0	0	0	0	0	0	0	0	0	3	6	0	2	9
sim.172.057	none	0	0	0	0	0	0	0	0	0	0	20	0	13	11
sim.173.057	none	55	21	22	25	22	11	21	46	14	25	8	0	0	0
sim.174.057	none	0	0	0	0	0	0	0	0	0	20	57	18	31	22
sim.175.057	none	0	0	0	0	0	0	0	0	0	9	18	0	0	0
sim.176.057	none	0	0	0	0	0	0	0	0	0	29	8	1	3	2
sim.177.057	none	10	0	5	10	5	0	0	9	0	0	0	0	0	0
sim.178.057	none	12	15	30	32	22	26	11	16	8	0	0	0	0	0
sim.179.057	none	6	5	6	5	2	5	1	0	0	0	0	0	0	0
sim.18.057	none	0	0	0	0	0	0	0	0	0	6	0	7	8	4
sim.180.057	none	0	0	0	0	0	0	0	0	0	12	0	0	0	0
sim.181.057	none	0	0	5	3	11	13	11	4	2	0	11	33	13	17
sim.182.057	none	0	4	0	0	0	0	0	0	0	0	0	0	0	0
sim.183.057	none	0	0	0	0	0	0	0	0	0	0	10	27	6	10
sim.184.057	none	0	0	0	0	0	0	0	0	0	0	6	27	24	16
sim.185.057	none	0	0	0	0	0	0	0	0	0	7	28	18	5	16
sim.186.057	none	0	0	0	0	0	0	0	0	0	9	7	0	0	0
sim.187.057	none	20	5	5	24	24	17	30	20	22	0	0	0	0	0
sim.188.057	none	3	0	0	0	0	0	2	8	6	0	0	0	0	0
sim.189.057	none	0	0	0	0	0	0	0	0	0	4	23	9	18	19
sim.19.057	none	0	0	0	0	0	0	0	0	0	0	0	7	18	24
sim.190.057	none	0	0	0	0	0	0	0	0	0	0	0	10	8	12
sim.191.057	none	29	70	6	12	15	17	40	0	0	12	7	15	5	3
sim.192.057	none	0	0	0	0	0	0	0	0	0	15	10	29	21	13
sim.193.057	none	23	44	22	28	65	52	40	19	20	0	0	0	0	0
sim.194.057	none	7	19	5	0	21	30	21	9	0	0	0	0	0	0
sim.195.057	none	0	0	0	0	0	0	0	0	0	8	25	10	0	6
sim.196.057	none	0	0	0	0	0	0	0	0	0	0	0	5	5	1
sim.197.057	none	0	0	4	1	19	30	10	8	4	0	0	0	0	0
sim.198.057	none	0	0	0	0	0	0	0	0	0	2	7	23	3	9
sim.199.057	none	26	13	0	5	4	4	7	13	0	0	0	0	0	0
sim.2.057	none	33	16	25	7	19	10	17	16	27	0	0	0	0	0
sim.20.057	none	11	1	1	3	2	2	6	12	7	0	0	0	0	0
sim.200.057	none	0	0	0	0	0	0	0	0	0	0	6	0	0	0
sim.201.057	none	0	0	0	0	0	0	0	0	0	0	0	15	8	4
sim.202.057	none	0	0	0	0	0	0	0	0	0	0	7	0	2	10
sim.203.057	none	0	0	0	0	0	0	0	0	0	8	0	13	24	10
sim.204.057	none	0	0	0	0	0	0	0	0	0	0	0	4	8	4
sim.205.057	none	0	0	0	0	0	0	0	0	0	0	20	0	0	0
sim.206.057	none	0	0	4	9	20	15	3	0	0	0	0	0	0	0
sim.207.057	none	0	0	0	0	0	0	0	0	0	14	38	13	0	0
sim.208.057	none	0	0	0	0	0	0	0	0	0	0	0	15	14	7
sim.209.057	none	0	0	0	0	0	0	0	0	0	2	0	11	10	7
sim.21.057	none	0	0	0	0	0	0	0	0	0	6	3	7	4	3
sim.210.057	none	0	10	1	3	0	0	0	10	7	0	0	0	0	0
sim.211.057	none	0	0	0	0	0	0	0	0	0	5	5	14	29	34
sim.212.057	none	0	0	0	0	0	0	0	0	0	0	7	19	2	11
sim.213.057	none	0	2	1	2	1	1	1	1	3	0	0	0	0	0
sim.214.057	none	0	0	0	0	0	0	0	0	0	17	38	25	20	46
sim.215.057	none	0	0	0	0	0	0	0	0	0	0	2	13	1	0
sim.216.057	none	0	0	0	0	0	0	0	0	0	0	0	14	0	0
sim.217.057	none	0	0	0	0	0	0	0	0	0	32	34	5	14	5
sim.218.057	none	32	27	27	51	19	18	19	27	9	0	0	0	0	0
sim.219.057	none	0	0	0	0	0	0	0	0	0	36	16	5	9	10
sim.22.057	none	0	0	0	0	0	1	2	7	6	0	0	0	0	0
sim.220.057	none	0	0	0	0	0	0	0	0	0	12	0	0	0	0
sim.221.057	none	0	0	0	0	0	0	0	0	0	29	5	6	0	0
sim.222.057	none	0	0	0	0	0	0	0	0	0	24	44	90	63	56
sim.223.057	none	2	0	2	0	0	0	0	9	0	0	0	0	0	0
sim.224.057	none	0	0	0	0	0	0	0	0	0	33	74	45	68	37
sim.225.057	none	0	0	0	14	2	4	3	0	0	0	0	0	0	0
sim.226.057	none	0	0	0	0	0	0	0	0	0	13	36	52	62	85
sim.227.057	none	24	22	5	18	21	26	7	5	1	0	0	0	0	0
sim.228.057	none	20	28	1	0	10	13	15	0	0	0	0	0	0	0
sim.229.057	none	0	0	0	0	0	0	0	0	0	1	0	8	0	11
sim.23.057	none	6	4	9	0	0	0	3	4	17	0	0	0	0	0
sim.230.057	none	0	0	0	0	0	0	0	0	0	0	15	0	0	0
sim.231.057	none	0	0	0	0	0	0	0	0	0	16	28	0	0	0
sim.232.057	none	0	0	0	0	0	0	0	0	0	16	37	1	24	22
sim.233.057	none	0	0	0	0	7	16	0	0	0	0	0	0	0	0
sim.234.057	none	56	40	16	12	11	13	0	8	12	0	0	0	0	0
sim.235.057	none	4	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.236.057	none	0	0	0	0	0	0	0	0	0	10	0	35	0	12
sim.237.057	none	0	0	0	0	0	0	0	0	0	19	13	0	0	0
sim.238.057	none	0	0	0	0	0	0	0	0	0	0	14	10	0	0
sim.239.057	none	47	22	8	25	20	32	17	30	27	0	0	0	0	0
sim.24.057	none	4	15	26	13	11	14	20	36	48	0	0	0	0	0
sim.240.057	none	0	0	0	0	0	0	0	0	0	9	11	38	14	11
sim.241.057	none	7	10	36	31	21	13	25	5	1	0	0	0	0	0
sim.242.057	none	0	0	24	19	2	1	0	14	10	0	0	0	0	0
sim.243.057	none	0	0	0	0	0	0	0	0	0	10	24	44	82	69
sim.244.057	none	18	0	36	11	13	18	7	19	6	0	0	0	0	0
sim.245.057	none	0	0	0	0	0	0	0	0	0	28	16	0	4	8
sim.246.057	none	24	35	41	8	48	47	34	24	34	9	0	0	0	0
sim.247.057	none	0	0	0	0	0	0	0	0	0	0	0	28	16	12
sim.248.057	none	9	18	4	50	10	8	25	15	18	0	0	0	0	0
sim.249.057	none	0	0	0	0	0	0	0	0	0	10	5	0	0	0
sim.25.057	none	2	14	4	15	14	7	6	31	34	0	0	0	0	0
sim.250.057	none	0	0	0	0	0	0	0	0	0	0	0	23	0	0
sim.251.057	none	0	0	0	0	0	0	0	0	0	12	46	14	20	15
sim.252.057	none	0	0	0	0	0	0	0	0	0	25	26	5	0	12
sim.253.057	none	23	1	20	15	22	8	3	10	7	0	0	0	0	0
sim.254.057	none	4	6	4	5	7	7	11	3	0	0	0	0	0	0
sim.255.057	none	0	0	0	0	0	0	0	0	0	25	0	2	0	0
sim.256.057	none	0	0	0	0	0	0	0	0	0	0	5	0	0	0
sim.257.057	none	44	33	22	42	16	34	23	26	20	23	11	0	0	0
sim.258.057	none	0	0	0	0	0	0	0	0	0	0	0	12	23	30
sim.259.057	none	0	0	0	0	0	0	0	0	0	20	26	5	22	13
sim.26.057	none	0	0	0	0	0	0	0	0	0	14	6	0	0	0
sim.260.057	none	0	0	2	0	9	8	3	11	3	0	0	0	0	0
sim.261.057	none	0	0	0	0	0	0	0	0	0	41	8	4	12	27
sim.262.057	none	0	0	0	0	0	0	0	0	0	0	17	0	0	0
sim.263.057	none	11	6	0	9	0	0	0	0	0	0	0	0	0	0
sim.264.057	none	20	4	7	11	13	12	8	0	0	0	0	0	0	0
sim.265.057	none	0	0	0	0	0	0	0	0	0	19	28	23	37	17
sim.266.057	none	0	0	3	12	18	17	22	28	38	0	0	0	0	0
sim.267.057	none	0	0	0	0	0	0	0	0	0	50	23	74	52	71
sim.268.057	none	0	0	0	0	0	0	0	0	0	11	11	0	5	2
sim.269.057	none	0	0	0	0	0	0	0	0	0	0	7	1	0	0
sim.27.057	none	0	0	0	0	0	0	0	0	0	25	9	0	0	0
sim.270.057	none	0	0	0	0	0	0	0	0	0	24	31	75	53	49
sim.271.057	none	0	0	1	8	15	8	3	0	0	0	0	0	0	0
sim.272.057	none	0	0	0	0	0	0	0	0	0	0	0	40	20	47
sim.273.057	none	2	0	17	10	6	9	10	14	17	0	0	0	0	0
sim.274.057	none	5	0	6	0	8	9	0	0	0	0	0	0	0	0
sim.275.057	none	0	0	0	0	0	0	0	0	0	0	0	11	8	18
sim.276.057	none	0	0	0	0	0	0	0	0	0	21	8	0	0	0
sim.277.057	none	3	8	3	0	6	6	5	0	5	0	0	0	0	0
sim.278.057	none	0	0	0	0	0	0	0	0	0	9	9	0	12	3
sim.279.057	none	0	6	3	1	0	0	0	4	1	0	0	0	0	0
sim.28.057	none	0	0	0	1	0	0	4	0	0	0	0	0	0	0
sim.280.057	none	0	3	5	22	14	10	5	16	2	0	0	0	0	0
sim.281.057	none	0	0	1	6	17	14	6	2	0	0	0	0	0	0
sim.282.057	none	0	0	0	0	0	0	0	0	0	1	18	36	7	36
sim.283.057	none	4	7	1	3	2	5	0	1	3	0	0	30	9	1
sim.284.057	none	0	0	0	0	0	0	0	0	0	0	20	0	0	0
sim.285.057	none	0	0	0	0	0	0	0	0	0	44	27	0	0	0
sim.286.057	none	12	17	0	0	0	0	0	0	0	0	0	0	0	0
sim.287.057	none	0	3	0	0	0	0	0	0	6	0	0	0	0	0
sim.288.057	none	0	0	0	0	0	0	0	0	0	5	10	0	1	1
sim.289.057	none	0	0	0	0	0	0	0	0	0	0	0	10	5	3
sim.29.057	none	0	0	0	0	0	0	0	0	0	13	5	1	6	2
sim.290.057	none	0	0	0	0	0	0	0	0	0	8	25	0	0	0
sim.291.057	none	0	0	0	0	0	0	0	0	0	6	2	2	1	12
sim.292.057	none	26	41	46	31	19	40	24	58	44	0	0	0	0	0
sim.293.057	none	0	0	0	19	7	6	11	8	3	0	0	0	0	0
sim.294.057	none	11	48	0	0	0	0	0	0	0	0	0	0	0	0
sim.295.057	none	0	0	6	0	3	2	5	4	3	0	0	0	0	0
sim.296.057	none	0	0	0	0	0	0	0	0	0	6	2	56	44	23
sim.297.057	none	0	0	0	0	0	0	0	0	0	0	0	3	1	0
sim.298.057	none	15	18	12	15	0	0	3	26	35	0	0	0	0	0
sim.299.057	none	51	70	39	51	47	61	42	13	36	0	0	0	0	0
sim.3.057	none	0	0	0	0	0	0	0	0	0	17	26	0	16	3
sim.30.057	none	0	0	0	0	0	0	0	0	0	16	14	0	4	5
sim.300.057	none	0	0	0	0	0	0	0	20	10	8	0	11	13	0
sim.301.057	none	21	3	1	0	0	0	0	2	0	0	0	0	0	0
sim.302.057	none	0	0	0	0	0	0	0	0	0	1	10	20	16	13
sim.303.057	none	0	0	0	0	0	0	0	0	0	4	5	0	0	0
sim.304.057	none	8	29	3	1	4	0	1	6	0	0	0	0	0	0
sim.305.057	none	0	0	8	11	22	19	22	0	7	29	41	6	1	7
sim.306.057	none	0	0	0	0	0	0	0	0	0	0	0	3	38	47
sim.307.057	none	0	0	0	0	0	0	0	0	0	15	8	19	35	16
sim.308.057	none	0	0	0	0	0	0	0	0	0	7	0	0	0	0
sim.309.057	none	12	13	0	0	0	0	0	0	0	0	0	0	0	0
sim.31.057	none	0	0	0	0	0	0	0	0	0	18	11	2	8	3
sim.310.057	none	17	15	1	4	0	0	10	0	0	8	0	0	0	0
sim.311.057	none	23	2	0	25	16	19	14	5	1	0	0	0	0	0
sim.312.057	none	46	40	59	32	45	39	33	49	81	17	20	32	53	35
sim.313.057	none	1	2	1	11	7	5	0	0	5	0	0	0	0	0
sim.314.057	none	18	15	11	17	19	15	6	2	7	0	0	0	0	0
sim.315.057	none	0	0	0	0	0	0	0	0	0	29	18	50	55	73
sim.316.057	none	0	0	0	0	0	0	0	0	0	19	4	0	0	0
sim.317.057	none	0	0	0	0	0	0	0	0	0	94	56	17	14	28
sim.318.057	none	20	17	35	18	49	42	31	44	24	0	0	0	0	0
sim.319.057	none	7	6	30	69	35	45	73	59	39	0	0	0	0	0
sim.32.057	none	0	0	0	0	0	0	0	0	0	9	0	15	2	13
sim.320.057	none	19	2	0	0	0	0	0	0	0	0	0	0	0	0
sim.321.057	none	0	5	5	4	9	6	7	5	7	0	0	0	0	0
sim.322.057	none	0	0	0	0	0	0	0	0	0	5	0	34	14	12
sim.323.057	none	6	0	42	14	16	17	18	11	25	0	0	0	0	0
sim.324.057	none	0	0	0	0	0	0	0	0	0	20	31	24	17	39
sim.325.057	none	2	5	0	0	0	0	0	0	0	1	0	9	3	2
sim.326.057	none	0	0	0	0	0	0	0	0	0	5	3	13	23	15
sim.327.057	none	6	2	6	1	0	9	7	5	18	0	0	0	0	0
sim.328.057	none	0	0	0	0	0	0	0	0	0	20	16	8	1	0
sim.329.057	none	20	10	13	15	7	8	5	33	18	7	16	9	19	34
sim.33.057	none	2	33	34	23	37	29	31	56	39	0	0	0	0	0
sim.330.057	none	9	5	79	15	53	35	56	12	25	0	0	0	0	0
sim.331.057	none	0	0	0	0	0	0	0	0	0	0	0	6	2	7
sim.332.057	none	0	0	0	0	0	0	0	0	0	28	9	8	0	0
sim.333.057	none	0	0	0	0	0	0	0	0	0	12	27	24	10	14
sim.334.057	none	0	0	0	0	0	0	0	0	0	18	27	7	37	20
sim.335.057	none	0	0	0	0	0	0	0	0	0	39	22	0	1	4
sim.336.057	none	0	0	0	0	0	0	0	0	0	0	0	8	0	0
sim.337.057	none	10	12	0	0	0	0	0	0	0	0	0	0	0	0
sim.338.057	none	0	0	0	0	0	0	0	0	0	0	0	7	11	7
sim.339.057	none	0	0	0	0	0	0	0	0	0	16	0	0	0	0
sim.34.057	none	3	10	11	1	4	5	9	14	10	0	0	0	0	0
sim.340.057	none	0	0	0	0	0	0	0	0	0	10	10	0	0	0
sim.341.057	none	0	7	0	2	2	1	4	5	6	9	13	22	33	18
sim.342.057	none	19	47	39	31	35	32	33	26	49	0	0	0	0	0
sim.343.057	none	35	26	10	8	13	5	6	10	7	0	0	0	0	0
sim.344.057	none	23	29	0	13	14	14	13	47	31	0	0	0	0	0
sim.345.057	none	0	0	0	0	0	0	0	0	0	0	0	60	18	34
sim.346.057	none	0	0	0	0	0	0	0	0	0	29	5	12	11	13
sim.347.057	none	0	0	0	0	0	0	0	0	0	73	97	59	28	20
sim.348.057	none	0	0	20	3	2	2	15	2	12	0	0	0	0	0
sim.349.057	none	0	0	0	0	0	0	0	0	0	0	8	0	0	0
sim.35.057	none	0	3	8	13	6	9	23	4	3	0	0	0	0	0
sim.350.057	none	16	19	12	7	14	12	18	7	17	0	0	0	0	0
sim.351.057	none	0	0	0	0	0	0	0	0	0	1	0	24	8	21
sim.352.057	none	0	0	0	0	0	0	0	0	0	0	0	6	4	3
sim.353.057	none	5	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.354.057	none	3	14	0	0	2	1	3	1	0	0	0	0	0	0
sim.355.057	none	1	6	0	0	0	0	0	2	1	0	0	0	0	0
sim.356.057	none	0	0	0	0	0	0	0	0	0	7	6	0	0	0
sim.357.057	none	0	0	0	0	0	0	0	0	0	0	0	0	10	2
sim.358.057	none	11	20	47	14	16	18	5	7	14	0	0	0	0	0
sim.359.057	none	0	9	18	12	1	0	1	12	15	0	0	0	0	0
sim.36.057	none	0	0	0	0	0	0	0	0	0	38	23	9	6	6
sim.360.057	none	24	38	34	23	7	7	12	37	34	0	0	0	0	0
sim.361.057	none	44	44	0	1	0	0	0	0	0	0	0	0	0	0
sim.362.057	none	0	0	0	0	0	0	0	0	0	0	5	0	0	0
sim.363.057	none	0	0	0	0	0	0	0	0	0	4	32	0	0	0
sim.364.057	none	0	0	14	4	31	33	21	2	0	0	0	0	0	0
sim.365.057	none	0	0	0	0	0	0	0	0	0	10	4	0	0	0
sim.366.057	none	0	0	0	0	0	0	0	0	0	0	8	23	9	4
sim.367.057	none	0	0	0	0	0	0	0	0	0	0	2	8	18	10
sim.368.057	none	0	0	0	0	0	0	0	0	0	0	0	15	0	8
sim.369.057	none	0	4	29	0	11	5	26	1	12	0	0	0	0	0
sim.37.057	none	2	22	16	5	7	5	22	7	12	0	0	4	24	39
sim.370.057	none	0	0	0	0	0	0	0	0	0	15	5	7	7	10
sim.371.057	none	0	0	0	0	0	0	0	0	0	13	4	0	0	0
sim.372.057	none	1	27	6	8	8	18	12	19	6	0	0	0	0	0
sim.373.057	none	0	0	0	0	0	0	0	0	0	0	0	2	16	17
sim.374.057	none	0	0	0	0	0	0	0	0	0	6	6	10	0	7
sim.375.057	none	0	0	0	0	0	0	0	0	0	3	25	0	0	0
sim.376.057	none	29	24	24	44	30	37	29	33	38	0	0	0	0	0
sim.377.057	none	0	0	0	0	0	0	0	0	0	27	60	0	0	0
sim.378.057	none	0	0	0	0	0	0	0	0	0	19	14	17	15	7
sim.379.057	none	9	5	0	10	4	9	3	7	6	5	8	6	3	1
sim.38.057	none	0	0	0	0	0	0	0	0	0	9	37	15	2	3
sim.380.057	none	0	0	0	0	0	0	0	0	0	0	0	8	10	21
sim.381.057	none	0	0	0	0	0	0	0	0	0	8	2	0	0	0
sim.382.057	none	0	1	16	7	7	21	5	4	2	0	0	0	0	0
sim.383.057	none	0	0	0	0	0	0	0	0	0	0	2	0	3	0
sim.384.057	none	18	20	5	10	2	13	6	8	7	0	0	0	0	0
sim.385.057	none	20	6	38	14	22	25	22	23	17	0	0	2	0	0
sim.386.057	none	4	29	3	18	10	12	22	3	10	0	0	0	0	0
sim.387.057	none	0	0	0	0	0	0	0	0	0	0	0	17	9	12
sim.388.057	none	0	0	0	0	0	0	0	0	0	59	32	26	21	29
sim.389.057	none	23	4	11	17	30	21	27	6	14	0	0	0	0	0
sim.39.057	none	0	0	0	0	0	0	0	0	0	53	54	14	21	44
sim.390.057	none	14	23	12	10	29	34	25	51	14	0	0	0	0	0
sim.391.057	none	18	23	10	12	0	1	9	0	2	0	0	0	0	0
sim.392.057	none	7	12	2	0	0	0	3	0	0	0	0	0	0	0
sim.393.057	none	18	44	27	4	4	4	7	1	5	0	0	0	0	0
sim.394.057	none	0	0	0	0	0	0	0	0	0	10	8	1	0	0
sim.395.057	none	0	0	5	1	0	0	0	0	0	0	0	0	0	0
sim.396.057	none	21	34	2	0	0	0	0	11	0	0	0	0	0	0
sim.397.057	none	0	0	0	0	0	0	0	0	0	0	0	1	11	10
sim.398.057	none	0	0	0	0	0	0	0	0	0	0	0	9	17	25
sim.399.057	none	0	0	0	1	1	6	6	9	1	0	0	0	0	0
sim.4.057	none	0	0	0	0	0	0	0	0	0	8	11	2	5	11
sim.40.057	none	0	0	0	0	0	0	0	0	0	8	3	3	10	2
sim.400.057	none	0	0	0	0	0	0	0	0	0	0	0	0	3	12
sim.401.057	none	0	1	15	20	12	4	8	0	0	0	0	0	0	0
sim.402.057	none	3	1	20	19	15	29	9	18	39	0	8	1	14	17
sim.403.057	none	19	9	41	57	47	38	40	53	54	0	0	0	0	0
sim.404.057	none	0	0	0	0	0	0	0	0	0	0	0	7	6	25
sim.405.057	none	0	0	0	0	0	0	0	0	0	13	16	0	0	0
sim.406.057	none	0	0	0	0	0	0	0	0	0	13	30	44	50	53
sim.407.057	none	9	3	0	0	0	0	0	0	0	0	0	0	0	0
sim.408.057	none	13	34	0	0	0	0	0	0	0	0	0	0	0	0
sim.409.057	none	0	0	0	0	0	0	0	0	0	29	28	22	26	29
sim.41.057	none	27	6	16	0	14	9	16	13	6	0	0	0	0	0
sim.410.057	none	0	0	2	12	1	1	2	3	0	0	0	0	0	0
sim.411.057	none	0	0	0	0	0	0	0	0	0	52	22	12	5	4
sim.412.057	none	0	3	3	2	3	0	11	10	14	0	0	0	0	0
sim.413.057	none	0	0	0	0	0	0	0	0	0	2	7	1	7	0
sim.414.057	none	0	0	0	0	0	0	0	0	0	59	39	0	7	11
sim.415.057	none	0	0	0	0	0	0	0	0	0	27	21	23	7	22
sim.416.057	none	0	0	0	0	0	0	0	0	0	6	0	22	13	9
sim.417.057	none	35	31	10	37	17	14	36	24	10	0	0	0	0	0
sim.418.057	none	0	0	0	0	0	0	0	4	4	0	0	0	0	0
sim.419.057	none	6	14	20	9	23	26	37	27	22	0	0	0	0	0
sim.42.057	none	13	34	44	24	2	4	4	5	13	2	32	0	14	10
sim.420.057	none	8	20	0	0	4	9	6	6	7	0	0	0	0	0
sim.421.057	none	6	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.422.057	none	2	2	25	4	24	14	11	8	11	0	0	0	0	0
sim.423.057	none	1	7	0	0	0	0	0	0	0	2	0	0	0	0
sim.424.057	none	8	12	3	7	1	1	10	18	28	0	0	0	0	0
sim.425.057	none	0	0	0	0	0	0	0	0	0	0	0	0	14	6
sim.426.057	none	0	0	0	0	0	0	0	0	0	6	3	11	5	17
sim.427.057	none	2	5	42	28	26	30	35	44	24	0	0	0	0	0
sim.428.057	none	0	0	0	0	0	0	0	0	0	21	7	0	0	4
sim.429.057	none	2	1	2	1	4	6	8	0	2	0	0	0	0	0
sim.43.057	none	0	0	0	0	0	0	0	0	0	0	0	6	7	5
sim.430.057	none	10	20	0	0	0	0	0	0	0	0	0	0	0	0
sim.431.057	none	0	0	0	0	0	0	0	0	0	31	35	0	0	0
sim.432.057	none	22	26	13	8	6	0	2	2	5	0	0	0	0	0
sim.433.057	none	5	0	16	24	3	5	16	3	3	0	0	0	0	0
sim.434.057	none	0	0	0	0	0	0	0	0	0	3	0	2	0	0
