OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.185.005	none	0	0	0	0	0	0	0	0	0	0	1	1	3	0
sim.186.005	none	0	0	0	0	0	0	0	0	0	1	2	2	1	1
sim.187.005	none	1	0	0	0	0	0	0	0	0	3	0	5	3	2
sim.188.005	none	0	0	0	0	0	0	0	0	0	3	6	0	1	0
sim.189.005	none	6	5	4	3	2	2	0	3	4	2	1	4	2	2
sim.19.005	none	0	0	0	0	0	0	0	0	0	3	0	2	1	0
sim.190.005	none	0	0	2	1	1	1	1	2	3	0	0	0	0	0
sim.191.005	none	1	0	1	2	1	1	1	1	2	0	0	0	0	0
sim.192.005	none	1	1	2	1	1	1	1	2	1	1	3	0	0	1
sim.193.005	none	0	0	0	0	0	0	0	0	0	4	1	1	1	1
sim.194.005	none	0	0	0	0	0	0	0	0	0	1	1	0	2	2
sim.195.005	none	1	1	0	1	1	1	1	2	1	1	1	1	1	2
sim.196.005	none	1	1	4	2	4	4	3	5	4	3	5	2	3	3
sim.197.005	none	1	1	1	2	1	1	1	2	1	0	0	0	0	0
sim.198.005	none	0	0	0	0	0	0	0	0	0	0	0	2	2	2
sim.199.005	none	0	1	1	2	2	2	2	0	1	2	3	0	0	0
sim.2.005	none	0	0	2	5	3	4	2	4	2	0	0	0	0	0
sim.20.005	none	1	1	2	0	1	1	2	1	0	0	0	0	0	0
sim.200.005	none	0	0	0	0	0	0	0	0	0	1	2	1	1	1
sim.201.005	none	0	0	2	1	1	1	1	2	2	1	1	1	2	2
sim.202.005	none	2	0	2	1	0	0	0	2	2	1	1	2	2	2
sim.203.005	none	0	0	0	0	0	0	0	0	0	1	1	2	1	2
sim.204.005	none	0	0	1	1	0	0	0	2	1	0	0	0	0	0
sim.205.005	none	4	3	3	1	2	2	2	2	3	3	2	3	4	4
sim.206.005	none	0	0	2	3	2	2	5	2	2	0	1	0	0	0
sim.207.005	none	0	0	0	0	0	0	0	0	0	0	0	4	2	3
sim.208.005	none	0	0	1	2	1	1	1	1	1	4	6	1	1	1
sim.209.005	none	2	2	0	0	1	1	1	1	1	1	0	1	0	0
sim.21.005	none	4	5	3	2	2	2	1	2	2	0	0	0	0	0
sim.210.005	none	1	1	0	1	3	3	2	1	1	0	0	0	0	0
sim.211.005	none	0	0	0	0	0	0	0	0	0	1	1	0	1	1
sim.212.005	none	1	0	3	1	7	5	4	1	1	0	0	0	0	0
sim.213.005	none	2	1	0	1	1	2	1	1	1	0	0	0	0	0
sim.214.005	none	4	1	7	3	2	5	4	1	2	0	0	0	0	0
sim.215.005	none	1	1	0	0	0	0	0	2	2	0	0	0	0	0
sim.216.005	none	0	0	0	0	0	0	0	0	0	1	3	1	1	1
sim.217.005	none	3	4	3	3	2	2	2	4	5	1	1	0	1	1
sim.218.005	none	2	3	3	3	2	2	1	3	4	0	0	0	0	0
sim.219.005	none	5	4	3	5	4	5	6	5	8	10	15	7	6	4
sim.22.005	none	1	1	2	2	3	3	3	0	1	1	0	1	0	0
sim.220.005	none	0	0	0	0	0	0	0	0	0	1	7	5	4	5
sim.221.005	none	2	1	5	3	2	2	3	2	3	1	3	1	0	0
sim.222.005	none	0	0	0	0	0	0	0	0	0	0	2	1	4	5
sim.223.005	none	6	5	6	4	6	5	5	7	8	0	0	1	4	4
sim.224.005	none	2	1	0	0	0	0	0	0	0	3	1	0	4	4
sim.225.005	none	1	1	2	1	1	1	2	0	1	0	0	0	0	0
sim.226.005	none	0	0	0	1	1	1	1	1	2	0	0	0	0	0
sim.227.005	none	1	1	2	1	1	1	1	1	1	0	1	1	1	1
sim.228.005	none	3	4	5	5	6	7	7	8	6	2	2	5	6	6
sim.229.005	none	3	1	1	1	0	0	0	0	1	0	0	0	0	0
sim.23.005	none	4	3	1	2	2	2	1	2	2	2	5	1	1	3
sim.230.005	none	0	0	0	0	0	0	0	0	0	8	5	0	0	0
sim.231.005	none	1	1	5	1	2	2	3	2	2	0	0	1	2	1
sim.232.005	none	1	0	1	1	1	0	1	1	1	0	0	0	0	0
sim.233.005	none	0	0	1	0	1	1	1	1	1	0	0	1	2	2
sim.234.005	none	2	1	1	1	1	1	0	2	2	3	1	3	4	2
sim.235.005	none	3	3	2	3	1	1	1	2	2	0	0	0	0	0
sim.236.005	none	5	4	6	6	6	6	7	6	6	0	0	0	0	0
sim.237.005	none	0	0	0	0	0	0	0	0	0	1	1	2	3	1
sim.238.005	none	0	0	0	0	0	0	0	0	0	3	1	4	2	0
sim.239.005	none	2	2	1	1	1	1	1	1	1	1	1	7	4	5
sim.24.005	none	4	5	4	4	5	5	6	4	3	1	5	0	0	0
sim.240.005	none	2	3	2	3	2	3	3	2	3	0	0	1	7	5
sim.241.005	none	0	0	1	2	2	2	2	4	3	1	1	0	0	0
sim.242.005	none	2	4	3	2	2	2	2	2	1	0	0	2	2	2
sim.243.005	none	2	3	4	3	1	1	2	4	4	1	1	0	0	0
sim.244.005	none	0	0	2	1	1	1	1	1	1	0	0	0	0	0
sim.245.005	none	0	0	0	0	0	0	0	0	0	3	1	2	0	0
sim.246.005	none	0	0	0	0	0	0	0	0	0	1	2	1	1	1
sim.247.005	none	3	4	2	2	4	3	3	4	5	1	1	0	1	0
sim.248.005	none	0	0	0	0	0	0	0	0	0	3	5	0	0	0
sim.249.005	none	2	2	1	0	1	1	1	2	2	0	0	0	0	0
sim.25.005	none	2	1	1	1	1	1	2	1	1	3	1	0	2	1
sim.250.005	none	0	0	0	0	0	0	0	0	0	1	2	1	1	1
sim.251.005	none	0	0	0	0	0	0	0	0	0	0	0	4	2	1
sim.252.005	none	0	0	0	0	0	0	0	0	0	1	3	2	1	1
sim.253.005	none	1	1	2	1	0	0	0	1	2	0	0	1	1	0
sim.254.005	none	0	0	0	0	0	0	0	0	0	2	1	1	2	1
sim.255.005	none	1	1	1	1	3	3	2	2	2	2	1	0	2	3
sim.256.005	none	0	0	0	0	0	0	0	0	0	0	0	2	2	3
sim.257.005	none	1	1	0	0	0	0	0	0	0	1	0	1	1	1
sim.258.005	none	0	0	0	0	0	0	0	0	0	0	1	2	5	2
sim.259.005	none	0	0	0	0	0	0	0	0	0	5	7	5	7	8
sim.26.005	none	0	0	2	2	1	1	2	2	6	2	1	2	3	1
sim.260.005	none	1	1	1	0	1	1	1	0	0	1	2	0	1	1
sim.261.005	none	2	4	5	7	6	5	6	4	6	0	0	0	0	0
sim.262.005	none	0	0	1	1	1	1	1	1	1	0	0	0	0	0
sim.263.005	none	2	0	1	1	1	1	1	2	2	4	3	1	1	0
sim.264.005	none	1	1	3	1	3	3	1	1	2	0	0	0	0	0
sim.265.005	none	0	0	1	1	1	1	0	1	1	1	1	3	4	4
sim.266.005	none	2	1	0	0	0	0	0	0	0	1	0	2	3	3
sim.267.005	none	0	0	0	0	0	0	0	0	0	1	1	1	4	5
sim.268.005	none	1	3	1	1	1	1	1	1	0	1	1	2	2	2
sim.269.005	none	2	1	1	1	1	1	1	3	2	2	2	5	4	4
sim.27.005	none	0	1	0	0	1	1	1	0	0	2	1	0	0	0
sim.270.005	none	1	1	3	1	1	1	1	1	1	0	0	0	0	0
sim.271.005	none	2	2	0	0	0	0	0	0	0	1	3	2	2	2
sim.272.005	none	1	0	0	1	1	1	1	0	0	0	0	2	2	1
sim.273.005	none	2	2	0	0	0	0	0	0	0	0	0	0	1	2
sim.274.005	none	1	3	5	2	4	3	4	1	1	1	2	1	0	0
sim.275.005	none	2	1	2	2	3	3	3	4	4	2	2	2	4	1
sim.276.005	none	3	2	2	3	3	3	2	3	4	1	2	2	1	1
sim.277.005	none	3	2	4	1	3	3	2	0	0	0	0	0	0	0
sim.278.005	none	3	3	0	2	3	2	1	1	0	1	1	1	1	1
sim.279.005	none	0	0	0	0	0	0	0	0	0	2	2	0	0	0
sim.28.005	none	1	1	0	0	0	0	0	0	0	2	1	3	0	2
sim.280.005	none	0	0	0	0	0	0	0	0	0	3	5	0	0	0
sim.281.005	none	0	1	0	0	0	0	0	0	0	3	2	0	0	0
sim.282.005	none	2	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.283.005	none	2	0	2	3	2	2	2	3	2	0	0	1	1	1
sim.284.005	none	0	0	0	0	0	0	0	0	0	1	1	4	5	7
sim.285.005	none	5	2	1	2	2	2	2	3	2	1	1	1	0	0
sim.286.005	none	2	3	6	2	3	4	4	2	2	0	0	0	0	0
sim.287.005	none	1	1	1	1	1	1	1	1	1	0	0	1	0	0
sim.288.005	none	0	0	2	2	3	2	1	1	0	1	1	0	0	0
sim.289.005	none	1	1	1	3	4	2	2	3	2	1	0	1	1	1
sim.29.005	none	3	2	2	2	2	2	1	1	1	1	4	0	1	2
sim.290.005	none	0	0	0	0	0	0	0	0	0	3	4	2	1	1
sim.291.005	none	0	0	0	0	0	0	0	0	0	4	2	0	0	0
sim.292.005	none	2	2	3	3	3	3	2	2	2	0	0	0	1	1
sim.293.005	none	0	0	0	0	0	0	0	0	0	2	0	2	2	1
sim.294.005	none	0	0	0	0	0	0	0	0	0	3	2	1	1	1
sim.295.005	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
sim.296.005	none	1	2	3	3	3	2	2	3	3	2	4	3	0	0
sim.297.005	none	0	0	1	0	1	1	1	0	0	0	0	0	0	0
sim.298.005	none	1	1	1	1	1	0	1	1	2	0	0	2	1	3
sim.299.005	none	1	1	2	2	4	3	2	1	1	6	2	1	2	1
sim.3.005	none	1	0	2	1	1	1	1	1	1	1	1	1	0	0
sim.30.005	none	0	0	0	0	0	0	0	0	0	4	7	4	3	3
sim.300.005	none	1	1	1	1	1	1	1	1	1	1	1	1	0	2
sim.301.005	none	3	1	1	2	1	1	2	2	1	0	1	0	0	0
sim.302.005	none	1	1	1	1	1	1	1	2	0	6	3	2	1	3
sim.303.005	none	0	0	0	0	0	0	0	0	0	11	7	2	6	3
sim.304.005	none	2	1	2	1	3	4	1	4	3	0	0	0	0	0
sim.305.005	none	4	5	3	4	3	4	8	5	6	3	5	0	0	0
sim.306.005	none	4	2	3	5	4	8	4	5	6	0	0	0	0	0
sim.307.005	none	2	1	0	1	1	1	1	1	1	0	0	0	0	0
sim.308.005	none	0	0	1	0	0	0	0	1	2	1	0	2	2	1
sim.309.005	none	2	2	1	1	0	0	0	1	1	0	0	0	0	0
sim.31.005	none	0	0	0	1	1	1	1	1	0	0	0	0	0	0
sim.310.005	none	0	0	0	0	0	0	0	0	0	2	9	1	1	0
sim.311.005	none	1	1	1	0	0	0	0	0	0	1	1	0	0	0
sim.312.005	none	2	3	4	3	6	4	3	2	3	0	0	0	0	0
sim.313.005	none	0	0	0	0	0	0	0	0	0	1	3	0	3	3
sim.314.005	none	2	3	1	3	1	1	1	3	1	1	1	1	1	1
sim.315.005	none	4	0	0	0	0	0	0	0	0	1	1	2	2	2
sim.316.005	none	4	4	1	2	1	1	2	4	4	0	0	0	0	0
sim.317.005	none	0	0	0	0	0	0	0	0	0	1	1	0	1	1
sim.318.005	none	2	2	2	1	0	0	1	1	1	0	0	0	0	0
sim.319.005	none	0	0	0	0	0	0	0	0	0	2	0	1	3	3
sim.32.005	none	0	0	0	0	0	0	0	0	0	2	0	2	0	0
sim.320.005	none	0	0	2	1	2	2	2	2	2	1	1	2	3	2
sim.321.005	none	0	0	0	0	0	0	0	0	0	0	0	1	2	1
sim.322.005	none	5	1	3	1	1	2	0	4	6	1	1	2	2	0
sim.323.005	none	0	0	0	0	0	0	0	0	0	1	0	2	1	1
sim.324.005	none	2	1	0	0	0	0	0	1	1	0	2	1	2	1
sim.325.005	none	1	0	0	1	1	1	1	0	1	1	1	0	0	0
sim.326.005	none	0	0	0	0	0	0	0	0	0	5	5	1	3	6
sim.327.005	none	0	0	0	0	0	0	0	0	0	3	0	2	2	2
sim.328.005	none	0	1	1	1	1	0	1	1	3	1	4	0	0	0
sim.329.005	none	1	1	1	1	1	2	1	1	1	2	2	2	2	2
sim.33.005	none	0	0	1	1	1	1	1	0	0	1	2	8	8	8
sim.330.005	none	0	0	0	0	0	0	0	0	0	1	2	0	0	1
sim.331.005	none	0	0	0	0	0	0	0	0	0	5	2	1	3	4
sim.332.005	none	0	0	0	0	0	0	0	0	0	2	3	1	1	1
sim.333.005	none	1	1	1	0	2	1	1	0	0	0	0	0	0	0
sim.334.005	none	2	5	3	2	3	2	2	2	2	0	0	0	0	0
sim.335.005	none	3	3	3	2	2	2	3	3	2	2	4	7	9	10
sim.336.005	none	1	5	1	0	0	0	0	1	1	2	2	4	3	2
sim.337.005	none	1	1	1	1	2	2	0	0	0	0	0	0	0	0
sim.338.005	none	1	1	3	2	2	2	2	2	2	2	2	1	1	0
sim.339.005	none	0	0	0	0	0	0	0	0	0	2	1	5	3	3
sim.34.005	none	0	0	0	0	0	0	0	0	0	4	8	9	7	5
sim.340.005	none	1	1	3	3	2	2	0	2	4	8	3	2	0	1
sim.341.005	none	0	0	2	1	1	1	1	2	2	5	0	1	2	1
sim.342.005	none	2	2	0	0	0	0	0	1	1	1	1	1	1	1
sim.343.005	none	0	0	0	0	0	0	0	0	0	0	1	2	1	1
sim.344.005	none	2	2	3	3	2	2	2	3	3	2	2	2	2	2
sim.345.005	none	1	2	1	1	1	1	1	0	0	9	2	1	2	2
sim.346.005	none	4	1	4	5	5	4	5	9	7	0	0	0	0	0
sim.347.005	none	3	3	0	0	0	0	0	0	0	0	0	1	1	1
sim.348.005	none	1	1	0	0	0	0	0	0	0	0	1	1	1	1
sim.349.005	none	6	5	4	3	3	3	5	5	2	0	0	0	0	0
sim.35.005	none	3	4	4	4	4	3	5	4	6	0	0	0	0	0
sim.350.005	none	0	0	0	0	0	0	0	0	0	3	2	3	1	0
sim.351.005	none	3	1	1	1	2	2	1	2	3	0	0	0	0	0
sim.352.005	none	1	1	0	0	0	0	0	0	0	1	1	0	1	2
sim.353.005	none	1	2	7	3	5	6	2	3	4	0	0	2	2	1
sim.354.005	none	1	2	4	4	5	6	5	5	8	0	0	0	0	0
sim.355.005	none	2	0	2	2	2	2	2	1	1	0	0	0	0	0
sim.356.005	none	1	0	0	0	0	0	0	0	0	1	1	1	1	2
sim.357.005	none	2	2	0	0	0	0	0	0	0	1	1	3	3	3
sim.358.005	none	2	2	1	2	1	1	1	3	2	1	2	1	2	3
sim.359.005	none	0	0	0	0	0	0	0	0	0	2	1	2	2	2
sim.36.005	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.360.005	none	1	2	3	3	3	2	1	2	2	3	3	1	0	1
sim.361.005	none	0	0	0	0	0	0	0	0	0	0	0	1	1	3
sim.362.005	none	4	8	3	4	3	3	3	3	1	0	0	0	0	0
sim.363.005	none	1	1	2	0	1	1	1	1	1	1	2	1	0	0
sim.364.005	none	4	6	3	4	3	3	3	6	5	0	0	4	5	5
sim.365.005	none	1	4	2	2	1	2	1	1	0	0	0	0	1	1
sim.366.005	none	0	0	0	0	0	0	0	0	0	1	2	0	2	1
sim.367.005	none	0	1	2	2	2	2	2	1	3	1	1	2	1	0
sim.368.005	none	2	2	4	5	3	3	4	3	3	0	0	0	0	0
sim.369.005	none	1	1	1	0	1	1	1	1	2	5	6	2	2	0
sim.37.005	none	0	1	2	1	1	0	0	2	2	0	3	0	0	2
sim.370.005	none	0	0	0	0	0	0	0	0	0	3	2	1	1	0
sim.371.005	none	5	4	1	3	5	3	2	2	4	2	2	0	0	0
sim.372.005	none	0	0	0	0	0	0	0	0	0	2	1	2	2	2
sim.373.005	none	0	0	0	0	0	0	0	0	0	0	0	1	3	1
sim.374.005	none	1	1	6	2	3	3	3	6	4	1	1	0	1	1
sim.375.005	none	1	1	2	2	2	2	1	1	2	2	2	2	2	2
sim.376.005	none	4	5	0	0	0	0	0	0	0	0	0	1	1	1
sim.377.005	none	2	2	0	0	0	0	0	0	0	0	0	0	0	0
sim.378.005	none	0	0	0	0	0	0	0	0	0	1	5	4	2	2
sim.379.005	none	1	1	1	0	1	1	1	1	1	0	0	0	0	0
sim.38.005	none	3	3	2	2	2	2	3	3	4	0	0	0	0	0
sim.380.005	none	1	1	1	2	1	1	1	1	1	0	0	0	0	0
sim.381.005	none	0	0	1	1	1	1	2	1	1	0	0	1	1	0
sim.382.005	none	0	0	0	0	0	0	0	0	0	5	3	1	2	0
sim.383.005	none	1	1	1	2	2	3	1	1	1	0	0	0	0	0
sim.384.005	none	2	0	0	1	1	1	2	1	1	3	3	1	1	1
sim.385.005	none	0	0	0	0	0	0	0	0	0	0	0	1	2	2
sim.386.005	none	0	0	0	0	0	0	0	0	0	5	3	0	2	2
sim.387.005	none	0	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.388.005	none	1	1	1	1	1	1	1	1	2	9	6	2	1	2
sim.389.005	none	2	2	2	1	1	1	1	0	0	1	1	3	4	1
sim.39.005	none	3	2	6	2	3	3	1	2	4	0	0	0	0	0
sim.390.005	none	1	1	0	0	0	0	0	0	0	3	2	1	2	0
sim.391.005	none	0	0	1	2	0	0	0	1	1	0	0	2	2	0
sim.392.005	none	0	1	1	0	0	0	0	2	1	3	0	2	1	1
sim.393.005	none	0	1	3	2	2	2	2	1	2	0	0	0	0	0
sim.394.005	none	1	1	0	0	0	0	0	0	0	0	1	0	1	0
sim.395.005	none	0	0	0	0	0	0	0	0	0	5	5	0	0	0
sim.396.005	none	0	0	0	0	1	1	1	2	1	0	2	0	0	0
sim.397.005	none	2	2	1	2	0	0	2	0	1	1	0	2	4	4
sim.398.005	none	1	1	4	0	2	2	0	0	0	0	0	0	0	0
sim.399.005	none	1	1	0	1	1	1	1	2	1	0	0	0	0	0
sim.4.005	none	0	2	1	3	1	1	1	1	1	4	3	0	0	0
sim.40.005	none	3	4	2	4	3	3	3	2	3	0	0	0	0	0
sim.400.005	none	0	1	0	1	1	1	1	1	0	0	1	0	0	0
sim.401.005	none	1	1	0	1	1	1	1	1	2	0	0	3	1	1
sim.402.005	none	1	1	1	0	0	0	0	1	1	0	0	0	0	0
sim.403.005	none	0	0	0	0	0	0	0	0	0	3	4	2	3	8
sim.404.005	none	0	0	0	0	0	0	0	0	0	9	6	6	2	5
sim.405.005	none	0	0	0	0	0	0	0	0	0	1	2	1	1	1
sim.406.005	none	4	3	1	1	1	1	1	0	0	7	7	5	6	5
sim.407.005	none	4	3	3	6	5	5	3	2	4	0	0	0	0	0
sim.408.005	none	1	1	2	1	1	1	1	1	3	1	2	3	4	4
sim.409.005	none	2	2	2	2	2	2	2	2	2	2	0	2	1	3
sim.41.005	none	1	2	2	2	2	2	3	0	1	0	0	0	0	0
sim.410.005	none	2	3	1	2	0	1	1	2	2	0	0	0	0	0
sim.411.005	none	3	3	2	3	2	2	2	2	0	1	0	1	4	4
sim.412.005	none	3	3	3	2	3	3	3	4	8	2	2	0	0	0
sim.413.005	none	2	2	2	1	2	2	2	0	0	0	0	0	0	0
sim.414.005	none	1	1	3	2	4	5	4	2	2	0	0	0	0	0
sim.415.005	none	0	0	0	0	0	0	0	0	0	0	0	2	2	2
sim.416.005	none	1	1	6	3	5	4	7	3	2	1	0	1	1	2
sim.417.005	none	2	3	1	3	1	1	2	4	5	0	0	1	0	1
sim.418.005	none	0	0	0	0	0	0	0	0	0	2	1	0	2	0
sim.419.005	none	2	2	1	0	1	1	1	1	1	0	0	0	0	0
sim.42.005	none	0	0	1	1	1	1	1	1	1	0	0	0	0	0
sim.420.005	none	0	0	3	1	0	0	1	2	0	0	0	0	0	0
sim.421.005	none	3	1	2	2	4	2	2	1	2	0	0	0	0	0
sim.422.005	none	0	0	0	0	0	0	0	0	0	1	1	2	1	1
sim.423.005	none	3	3	1	1	1	1	1	1	1	0	0	0	0	0
sim.424.005	none	0	0	1	2	1	1	1	0	1	4	1	6	8	7
sim.425.005	none	0	0	0	0	0	0	0	0	0	1	0	3	4	2
sim.426.005	none	0	0	0	0	0	0	0	0	0	1	2	4	3	2
sim.427.005	none	2	1	0	0	1	1	1	1	1	0	0	2	0	0
sim.428.005	none	0	0	1	1	2	1	1	0	1	1	1	3	2	1
sim.429.005	none	0	0	0	1	2	1	1	2	1	0	0	0	0	0
sim.43.005	none	3	6	4	3	3	2	3	2	3	0	0	0	0	0
sim.430.005	none	0	0	0	0	0	0	0	0	0	0	0	1	1	3
sim.431.005	none	1	1	2	1	2	2	1	0	0	1	1	4	1	1
sim.432.005	none	2	1	1	1	1	1	1	0	0	0	0	0	0	0
sim.433.005	none	0	0	2	1	1	1	1	1	1	1	4	4	7	7
sim.434.005	none	1	1	1	1	2	3	1	1	3	0	0	0	0	0
